,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
354,197242,https://sofifa.com/player/197242/grzegorz-krychowiak/180002,G. Krychowiak,Grzegorz Krychowiak,CDM,81,83,17500000.0,70000.0,27,1990-01-29,186,85,109.0,West Bromwich Albion,English Premier League,1.0,RCM,20.0,Paris Saint-Germain,,2018.0,37,Poland,1353.0,SUB,10.0,Right,3,2,3,Medium/High,Normal (185+),No,,#Strength,Long Passer (AI),65.0,58.0,72.0,66.0,79.0,86.0,59,42,83,79,40,63,46,62,83,75,62,68,59,77,52,81,75,77,91,70,87,81,52,71,78,83,75,82,72,15,14,8,6,7,,66+2,66+2,66+2,65+1,66+1,66+1,66+1,65+1,68+2,68+2,68+2,67+2,74+2,74+2,74+2,67+2,73+2,79+2,79+2,79+2,73+2,74+2,80+2,80+2,80+2,74+2,18+2,https://cdn.sofifa.net/players/197/242/18_120.png,https://cdn.sofifa.net/teams/109/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
303,54050,https://sofifa.com/player/54050/wayne-rooney/180002,W. Rooney,Wayne Mark Rooney,"CAM, ST",81,81,15500000.0,120000.0,31,1985-10-24,176,83,7.0,Everton,English Premier League,1.0,RS,10.0,,2017-07-09,2019.0,14,England,,,,Right,4,3,4,Medium/Medium,Stocky (170-185),Yes,29500000.0,,"Long Passer (AI), Chip Shot (AI)",68.0,81.0,81.0,76.0,52.0,81.0,78,80,75,81,83,73,84,81,82,80,67,68,71,83,77,86,76,78,83,79,81,54,79,80,83,88,48,51,37,10,11,13,8,7,,79+2,79+2,79+2,77+2,78+2,78+2,78+2,77+2,78+3,78+3,78+3,77+3,77+3,77+3,77+3,77+3,66+3,68+3,68+3,68+3,66+3,63+3,63+3,63+3,63+3,63+3,17+3,https://cdn.sofifa.net/players/054/050/18_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1067,194365,https://sofifa.com/player/194365/shinji-okazaki/180002,S. Okazaki,岡崎 慎司,"CF, ST",77,77,8000000.0,70000.0,31,1986-04-16,173,78,95.0,Leicester City,English Premier League,1.0,RS,20.0,,2015-07-01,2019.0,163,Japan,,,,Right,4,3,2,High/High,Normal (170-185),Yes,15200000.0,,Backs Into Player,74.0,74.0,69.0,78.0,47.0,75.0,66,74,74,76,76,77,53,50,66,78,76,73,83,84,71,77,91,79,69,68,80,45,82,69,74,70,35,55,34,10,6,14,6,6,,76+1,76+1,76+1,76,77,77,77,76,76+1,76+1,76+1,75+1,72+1,72+1,72+1,75+1,63+1,63+1,63+1,63+1,63+1,61+1,59+1,59+1,59+1,61+1,16+1,https://cdn.sofifa.net/players/194/365/18_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/jp.png
2489,215590,https://sofifa.com/player/215590/ayoze-perez-gutierrez/180002,Ayoze Pérez,Ayoze Pérez Gutiérrez,"CAM, ST, LM",74,81,8000000.0,50000.0,23,1993-07-29,179,66,13.0,Newcastle United,English Premier League,1.0,CF,17.0,,2014-06-06,2021.0,45,Spain,,,,Right,4,3,1,High/Medium,Lean (170-185),Yes,16800000.0,,Speed Dribbler (AI),75.0,72.0,62.0,80.0,25.0,64.0,43,78,65,72,78,82,79,71,51,78,77,74,84,71,79,63,72,73,57,62,69,18,79,65,73,72,19,25,15,12,12,11,14,8,,73+1,73+1,73+1,73,75,75,75,73,73+1,73+1,73+1,71+1,65+1,65+1,65+1,71+1,50+1,49+1,49+1,49+1,50+1,46+1,42+1,42+1,42+1,46+1,18+1,https://cdn.sofifa.net/players/215/590/18_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
1374,190765,https://sofifa.com/player/190765/pascal-gross/180002,P. Groß,Pascal Groß,"CM, CAM, LM",76,78,9000000.0,50000.0,26,1991-06-15,181,76,1808.0,Brighton & Hove Albion,English Premier League,1.0,CAM,13.0,,2017-07-01,2021.0,21,Germany,,,,Right,4,3,2,High/High,Normal (170-185),No,18700000.0,#Engine,"Injury Free, Long Shot Taker (AI), Playmaker (AI), Set Play Specialist",65.0,68.0,78.0,73.0,62.0,76.0,78,65,53,79,61,72,81,77,76,76,67,64,68,73,73,74,72,90,74,72,66,71,68,76,57,71,58,64,63,8,15,15,16,11,,69+1,69+1,69+1,72,71,71,71,72,73+1,73+1,73+1,74+1,75+1,75+1,75+1,74+1,72+1,72+1,72+1,72+1,72+1,70+1,66+1,66+1,66+1,70+1,19+1,https://cdn.sofifa.net/players/190/765/18_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/de.png
9,183277,https://sofifa.com/player/183277/eden-hazard/180002,E. Hazard,Eden Hazard,LW,90,91,90500000.0,300000.0,26,1991-01-07,173,76,5.0,Chelsea,English Premier League,1.0,LW,10.0,,2012-07-01,2020.0,7,Belgium,1325.0,LF,10.0,Right,4,4,4,High/Medium,Normal (170-185),Yes,174200000.0,"#Speedster, #Dribbler, #Acrobat","Beat Offside Trap, Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",90.0,82.0,84.0,92.0,32.0,66.0,80,83,57,86,79,93,82,79,81,92,93,87,93,85,91,79,59,79,65,82,54,41,85,86,86,87,25,27,22,11,12,6,8,8,,82+3,82+3,82+3,88+2,87+2,87+2,87+2,88+2,88+3,88+3,88+3,87+3,81+3,81+3,81+3,87+3,64+3,61+3,61+3,61+3,64+3,59+3,47+3,47+3,47+3,59+3,18+3,https://cdn.sofifa.net/players/183/277/18_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
1685,173608,https://sofifa.com/player/173608/jose-luis-sanmartin-mato/180002,Joselu,José Luis Sanmartín Mato,ST,75,76,8000000.0,60000.0,27,1990-03-27,192,80,13.0,Newcastle United,English Premier League,1.0,ST,21.0,,2017-08-16,2020.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,15800000.0,,,62.0,75.0,64.0,73.0,26.0,67.0,58,75,80,70,75,74,76,71,49,76,61,63,67,74,53,77,64,68,71,71,57,19,78,68,72,65,17,24,15,11,11,8,15,7,,74+1,74+1,74+1,71,73,73,73,71,71+1,71+1,71+1,69+1,64+1,64+1,64+1,69+1,49+1,48+1,48+1,48+1,49+1,46+1,43+1,43+1,43+1,46+1,18+1,https://cdn.sofifa.net/players/173/608/18_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
18,192985,https://sofifa.com/player/192985/kevin-de-bruyne/180002,K. De Bruyne,Kevin De Bruyne,"CAM, CM, RM",89,92,83000000.0,275000.0,26,1991-06-28,181,68,10.0,Manchester City,English Premier League,1.0,RCM,17.0,,2015-08-30,2021.0,7,Belgium,1325.0,RCM,7.0,Right,4,4,4,High/High,Normal (170-185),Yes,159800000.0,"#Playmaker, #Engine, #Crosser, #Complete Midfielder","Early Crosser, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Set Play Specialist",75.0,84.0,88.0,85.0,45.0,75.0,90,83,53,90,82,85,83,83,84,87,76,75,80,88,75,85,65,87,73,86,68,56,84,90,77,84,30,51,40,15,13,5,10,13,,81+3,81+3,81+3,85+2,85+2,85+2,85+2,85+2,86+3,86+3,86+3,85+3,84+3,84+3,84+3,85+3,71+3,70+3,70+3,70+3,71+3,66+3,57+3,57+3,57+3,66+3,21+3,https://cdn.sofifa.net/players/192/985/18_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
180,204485,https://sofifa.com/player/204485/riyad-mahrez/180002,R. Mahrez,Riyad Mahrez,RM,83,84,30500000.0,90000.0,26,1991-02-21,179,67,95.0,Leicester City,English Premier League,1.0,RM,26.0,,2014-01-11,2020.0,97,Algeria,,,,Left,4,5,3,Medium/Medium,Lean (170-185),Yes,60200000.0,"#Dribbler, #Acrobat","Diver, Selfish, Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",82.0,74.0,78.0,88.0,28.0,55.0,81,74,45,78,71,88,79,75,74,88,85,80,92,75,85,76,62,75,51,72,40,38,79,79,72,82,25,23,19,15,9,13,11,6,,74+2,74+2,74+2,82+1,80+1,80+1,80+1,82+1,81+2,81+2,81+2,81+2,74+2,74+2,74+2,81+2,60+2,55+2,55+2,55+2,60+2,54+2,41+2,41+2,41+2,54+2,18+2,https://cdn.sofifa.net/players/204/485/18_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/dz.png
104,180403,https://sofifa.com/player/180403/willian-borges-da-silva/180002,Willian,Willian Borges da Silva,"RW, RM, CAM",84,84,31500000.0,200000.0,28,1988-08-09,175,77,5.0,Chelsea,English Premier League,1.0,SUB,22.0,,2013-08-28,2020.0,54,Brazil,1370.0,SUB,19.0,Right,4,4,3,High/High,Lean (170-185),Yes,58300000.0,"#Dribbler, #Engine, #Acrobat","Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",88.0,76.0,81.0,86.0,49.0,64.0,77,77,29,82,59,87,82,85,77,86,91,86,89,83,81,71,46,87,62,81,44,55,80,83,70,79,43,58,51,14,12,13,7,13,,74+2,74+2,74+2,83+1,82+1,82+1,82+1,83+1,83+1,83+1,83+1,83+1,80+2,80+2,80+2,83+1,72+2,68+2,68+2,68+2,72+2,68+2,55+2,55+2,55+2,68+2,19+2,https://cdn.sofifa.net/players/180/403/18_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1370/60.png,https://cdn.sofifa.net/flags/br.png
6432,221618,https://sofifa.com/player/221618/lys-mousset/180002,L. Mousset,Lys Mousset,ST,69,78,1600000.0,30000.0,21,1996-02-08,184,80,1943.0,AFC Bournemouth,English Premier League,1.0,SUB,31.0,,2016-06-30,2020.0,18,France,,,,Right,2,3,1,Medium/Medium,Lean (170-185),Yes,3500000.0,,,80.0,72.0,39.0,67.0,21.0,60.0,29,71,67,45,47,74,34,31,33,56,78,81,74,60,64,76,70,53,74,76,33,18,66,47,75,60,14,15,17,12,14,13,6,16,,68+1,68+1,68+1,62,64,64,64,62,60+1,60+1,60+1,58+1,49+1,49+1,49+1,58+1,40+1,36+1,36+1,36+1,40+1,38+1,36+1,36+1,36+1,38+1,17+1,https://cdn.sofifa.net/players/221/618/18_120.png,https://cdn.sofifa.net/teams/1943/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/fr.png
3167,220633,https://sofifa.com/player/220633/demarai-gray/180002,D. Gray,Demarai Gray,LM,73,83,6500000.0,40000.0,21,1996-06-28,180,74,95.0,Leicester City,English Premier League,1.0,SUB,7.0,,2016-01-04,2020.0,14,England,,,,Right,3,3,1,Medium/Low,Lean (170-185),Yes,13700000.0,"#Speedster, #Acrobat","Avoids Using Weaker Foot, Selfish, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI)",90.0,66.0,64.0,80.0,23.0,55.0,69,64,31,66,50,82,70,45,59,77,90,90,90,64,82,74,55,72,56,71,33,23,65,60,58,64,21,23,20,6,11,11,13,10,,66+1,66+1,66+1,74,71,71,71,74,71+1,71+1,71+1,72+1,63+1,63+1,63+1,72+1,54+1,47+1,47+1,47+1,54+1,49+1,36+1,36+1,36+1,49+1,16+1,https://cdn.sofifa.net/players/220/633/18_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
122,211117,https://sofifa.com/player/211117/dele-alli/180002,D. Alli,Bamidele Alli,"CAM, CF, LM",84,90,42500000.0,110000.0,21,1996-04-11,188,80,18.0,Tottenham Hotspur,English Premier League,1.0,CAM,20.0,,2015-02-02,2022.0,14,England,1318.0,CAM,10.0,Right,3,4,3,High/Medium,Lean (185+),Yes,90300000.0,,"Beat Offside Trap, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",76.0,81.0,77.0,82.0,64.0,78.0,68,84,75,83,76,83,71,53,76,85,77,76,74,85,62,77,69,89,71,79,84,67,86,83,68,86,60,63,57,7,6,9,11,8,,81+1,81+1,81+1,81,83,83,83,81,83+1,83+1,83+1,81+1,81+1,81+1,81+1,81+1,73+1,75+1,75+1,75+1,73+1,72+1,69+1,69+1,69+1,72+1,17+1,https://cdn.sofifa.net/players/211/117/18_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
36,168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/180002,David Silva,David Josué Jiménez Silva,"CAM, CM, LM",87,87,44000000.0,225000.0,31,1986-01-08,173,67,10.0,Manchester City,English Premier League,1.0,LCM,21.0,,2010-07-14,2019.0,45,Spain,1362.0,LM,21.0,Left,2,4,4,High/Low,Normal (170-185),Yes,81400000.0,"#Playmaker, #Acrobat","Avoids Using Weaker Foot, Finesse Shot, Flair, Playmaker (AI), Takes Finesse Free Kicks",68.0,72.0,87.0,87.0,38.0,61.0,83,71,54,91,79,84,82,75,79,90,72,65,92,84,89,71,66,78,56,73,51,43,81,92,73,92,25,44,29,1,1,1,1,1,,75+3,75+3,75+3,82+2,81+2,81+2,81+2,82+2,84+3,84+3,84+3,82+3,81+3,81+3,81+3,82+3,65+3,64+3,64+3,64+3,65+3,59+3,50+3,50+3,50+3,59+3,10+3,https://cdn.sofifa.net/players/168/542/18_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
3009,205351,https://sofifa.com/player/205351/alex-pritchard/180002,A. Pritchard,Alex David Pritchard,"CAM, LM",73,79,5500000.0,30000.0,24,1993-05-03,171,62,1792.0,Norwich City,English League Championship,2.0,SUB,21.0,,2016-08-04,2020.0,14,England,,,,Right,4,3,1,High/Medium,Lean (170-185),Yes,11600000.0,,"Selfish, Long Shot Taker (AI), Playmaker (AI), Takes Finesse Free Kicks",73.0,69.0,71.0,76.0,38.0,54.0,63,67,42,73,59,76,75,78,65,75,77,69,76,64,85,76,59,73,39,69,67,37,70,76,66,56,34,40,43,13,13,14,10,8,,66+1,66+1,66+1,72,71,71,71,72,72+1,72+1,72+1,71+1,68+1,68+1,68+1,71+1,58+1,56+1,56+1,56+1,58+1,55+1,46+1,46+1,46+1,55+1,17+1,https://cdn.sofifa.net/players/205/351/18_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
