,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
4515,206594,https://sofifa.com/player/206594/solly-march/180002,S. March,Solomon March,"LM, RM, CAM",71,80,3600000.0,30000.0,22,1994-07-20,180,88,1808.0,Brighton & Hove Albion,English Premier League,1.0,LM,20.0,,2013-07-01,2020.0,14,England,,,,Left,2,3,1,High/Medium,Lean (170-185),No,8000000.0,,"Injury Prone, Avoids Using Weaker Foot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",78.0,67.0,66.0,76.0,35.0,60.0,67,66,35,67,54,79,70,64,62,71,79,78,80,59,79,74,42,70,61,71,49,30,63,64,55,68,35,37,39,9,11,7,13,15,,65+1,65+1,65+1,70,69,69,69,70,69+1,69+1,69+1,70+1,63+1,63+1,63+1,70+1,56+1,52+1,52+1,52+1,56+1,53+1,44+1,44+1,44+1,53+1,17+1,https://cdn.sofifa.net/players/206/594/18_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
6311,213666,https://sofifa.com/player/213666/ruben-loftus-cheek/180002,R. Loftus-Cheek,Ruben Loftus-Cheek,"CAM, CM",69,83,2300000.0,20000.0,21,1996-01-23,191,83,1799.0,Crystal Palace,English Premier League,1.0,RM,8.0,,2013-06-03,2021.0,14,England,,,,Right,4,2,1,Medium/Medium,Normal (185+),Yes,5800000.0,,,67.0,55.0,61.0,69.0,64.0,74.0,36,61,57,76,31,69,31,31,70,74,65,69,62,60,68,51,59,76,78,49,63,62,68,70,45,71,64,67,61,11,7,12,15,13,,63+1,63+1,63+1,65,67,67,67,65,68+1,68+1,68+1,66+1,69+1,69+1,69+1,66+1,64+1,68+1,68+1,68+1,64+1,63+1,65+1,65+1,65+1,63+1,17+1,https://cdn.sofifa.net/players/213/666/18_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
557,171791,https://sofifa.com/player/171791/jose-miguel-da-rocha-fonte/180002,José Fonte,José Miguel da Rocha Fonte,CB,79,79,5000000.0,100000.0,33,1983-12-22,187,81,19.0,West Ham United,English Premier League,1.0,SUB,4.0,,2017-01-20,2019.0,38,Portugal,1354.0,LCB,6.0,Right,3,2,3,Medium/High,Normal (185+),Yes,9500000.0,,"Injury Free, Dives Into Tackles (AI), Long Passer (AI), Power Header",43.0,35.0,52.0,60.0,79.0,77.0,36,40,76,62,34,58,33,32,56,62,44,43,60,78,54,29,73,66,80,29,84,81,40,55,43,69,78,79,77,7,11,16,10,6,,52+2,52+2,52+2,52+1,53+1,53+1,53+1,52+1,55+2,55+2,55+2,54+2,60+2,60+2,60+2,54+2,65+2,71+2,71+2,71+2,65+2,67+2,77+2,77+2,77+2,67+2,17+2,https://cdn.sofifa.net/players/171/791/18_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
252,193348,https://sofifa.com/player/193348/xherdan-shaqiri/180002,X. Shaqiri,Xherdan Shaqiri,"RM, RW",82,85,28000000.0,80000.0,25,1991-10-10,169,72,1806.0,Stoke City,English Premier League,1.0,RW,22.0,,2015-08-11,2020.0,47,Switzerland,1364.0,RAM,23.0,Left,4,4,3,High/Medium,Unique,Yes,55300000.0,#Acrobat,"Injury Prone, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Takes Finesse Free Kicks",83.0,77.0,78.0,85.0,46.0,65.0,74,72,37,80,76,85,82,78,76,83,87,79,88,80,92,85,63,74,62,81,64,65,78,79,65,79,40,41,48,13,12,12,11,11,,74+2,74+2,74+2,80+1,80+1,80+1,80+1,80+1,81+2,81+2,81+2,80+2,77+2,77+2,77+2,80+2,68+2,66+2,66+2,66+2,68+2,64+2,55+2,55+2,55+2,64+2,19+2,https://cdn.sofifa.net/players/193/348/18_120.png,https://cdn.sofifa.net/teams/1806/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1364/60.png,https://cdn.sofifa.net/flags/ch.png
463,190717,https://sofifa.com/player/190717/michail-antonio/180002,M. Antonio,Michail Antonio,"ST, RM, RWB",80,81,17500000.0,120000.0,27,1990-03-28,180,80,19.0,West Ham United,English Premier League,1.0,RM,30.0,,2015-09-01,2021.0,14,England,,,,Right,4,4,2,High/High,Stocky (170-185),Yes,34600000.0,,"Flair, Speed Dribbler (AI), Power Header, Giant Throw-in",85.0,74.0,70.0,81.0,52.0,82.0,73,74,88,73,69,83,66,60,67,78,82,87,86,76,76,76,84,78,86,72,75,40,77,65,73,70,44,56,53,12,13,8,14,10,,79+1,79+1,79+1,77,77,77,77,77,75+1,75+1,75+1,77+1,71+1,71+1,71+1,77+1,66+1,63+1,63+1,63+1,66+1,65+1,64+1,64+1,64+1,65+1,19+1,https://cdn.sofifa.net/players/190/717/18_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
336,188988,https://sofifa.com/player/188988/manuel-lanzini/180002,M. Lanzini,Manuel Lanzini,"CAM, LM",81,87,24500000.0,90000.0,24,1993-02-15,167,59,19.0,West Ham United,English Premier League,1.0,CAM,10.0,,2016-07-01,2020.0,52,Argentina,1369.0,SUB,20.0,Right,4,4,2,Medium/Medium,Normal (170-),Yes,51500000.0,#Dribbler,"Flair, Long Shot Taker (AI), Playmaker (AI)",82.0,71.0,78.0,86.0,28.0,55.0,74,70,56,80,61,87,75,76,78,86,85,80,88,73,88,75,76,78,45,73,47,23,72,79,73,75,20,32,25,14,9,6,7,15,,73+1,73+1,73+1,79,78,78,78,79,80+1,80+1,80+1,80+1,74+1,74+1,74+1,80+1,59+1,55+1,55+1,55+1,59+1,54+1,42+1,42+1,42+1,54+1,18+1,https://cdn.sofifa.net/players/188/988/18_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
1030,186801,https://sofifa.com/player/186801/cheikhou-kouyate/180002,C. Kouyaté,Cheikhou Kouyaté,"CDM, CM, CB, RB",77,79,8500000.0,80000.0,27,1989-12-21,189,83,19.0,West Ham United,English Premier League,1.0,SUB,8.0,,2014-06-18,2018.0,136,Senegal,,,,Right,3,2,2,High/Medium,Lean (185+),Yes,16800000.0,#Strength,Speed Dribbler (AI),74.0,65.0,61.0,69.0,77.0,88.0,54,65,79,68,50,68,39,47,64,73,71,77,65,79,58,74,78,92,88,63,84,81,72,63,52,72,70,81,75,15,8,9,12,9,,72+1,72+1,72+1,68,70,70,70,68,69+1,69+1,69+1,70+1,71+1,71+1,71+1,70+1,74+1,76+1,76+1,76+1,74+1,75+1,78+1,78+1,78+1,75+1,18+1,https://cdn.sofifa.net/players/186/801/18_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/sn.png
303,54050,https://sofifa.com/player/54050/wayne-rooney/180002,W. Rooney,Wayne Mark Rooney,"CAM, ST",81,81,15500000.0,120000.0,31,1985-10-24,176,83,7.0,Everton,English Premier League,1.0,RS,10.0,,2017-07-09,2019.0,14,England,,,,Right,4,3,4,Medium/Medium,Stocky (170-185),Yes,29500000.0,,"Long Passer (AI), Chip Shot (AI)",68.0,81.0,81.0,76.0,52.0,81.0,78,80,75,81,83,73,84,81,82,80,67,68,71,83,77,86,76,78,83,79,81,54,79,80,83,88,48,51,37,10,11,13,8,7,,79+2,79+2,79+2,77+2,78+2,78+2,78+2,77+2,78+3,78+3,78+3,77+3,77+3,77+3,77+3,77+3,66+3,68+3,68+3,68+3,66+3,63+3,63+3,63+3,63+3,63+3,17+3,https://cdn.sofifa.net/players/054/050/18_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
7028,199741,https://sofifa.com/player/199741/collin-quaner/180002,C. Quaner,Collin Quaner,"ST, RW, RM",68,70,1100000.0,30000.0,26,1991-06-18,191,79,1939.0,Huddersfield Town,English Premier League,1.0,SUB,23.0,,2017-01-20,2020.0,21,Germany,,,,Left,4,3,1,Medium/Medium,Lean (185+),No,2300000.0,,"Beat Offside Trap, Speed Dribbler (AI), Backs Into Player",75.0,65.0,53.0,64.0,27.0,73.0,59,67,66,62,60,66,43,38,46,62,71,78,61,64,54,70,44,74,79,59,62,21,63,45,55,59,19,27,23,9,14,9,11,13,,67+1,67+1,67+1,64,64,64,64,64,61+1,61+1,61+1,63+1,55+1,55+1,55+1,63+1,49+1,46+1,46+1,46+1,49+1,47+1,43+1,43+1,43+1,47+1,17+1,https://cdn.sofifa.net/players/199/741/18_120.png,https://cdn.sofifa.net/teams/1939/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/de.png
42,190460,https://sofifa.com/player/190460/christian-eriksen/180002,C. Eriksen,Christian Dannemann Eriksen,"CAM, RM, LM",87,91,65000000.0,160000.0,25,1992-02-14,182,76,18.0,Tottenham Hotspur,English Premier League,1.0,RM,23.0,,2013-08-30,2020.0,13,Denmark,1331.0,CAM,10.0,Right,5,4,3,High/Medium,Normal (170-185),Yes,128400000.0,"#Playmaker, #Crosser, #FK Specialist, #Complete Midfielder","Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI), Takes Finesse Free Kicks",75.0,78.0,88.0,84.0,47.0,63.0,86,76,52,89,74,84,85,87,86,87,77,74,78,83,82,80,57,90,57,84,44,55,81,90,67,87,38,56,22,9,14,7,7,6,,77+2,77+2,77+2,83+1,82+1,82+1,82+1,83+1,85+2,85+2,85+2,84+2,83+2,83+2,83+2,84+2,69+2,68+2,68+2,68+2,69+2,64+2,53+2,53+2,53+2,64+2,17+2,https://cdn.sofifa.net/players/190/460/18_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1331/60.png,https://cdn.sofifa.net/flags/dk.png
4501,205540,https://sofifa.com/player/205540/jordon-ibe/180002,J. Ibe,Jordon Ibe,"RM, LM",71,80,3600000.0,30000.0,21,1995-12-08,176,81,1943.0,AFC Bournemouth,English Premier League,1.0,SUB,33.0,,2016-07-18,2020.0,14,England,,,,Right,4,3,1,Medium/Medium,Normal (170-185),Yes,7700000.0,,"Flair, Speed Dribbler (AI)",85.0,67.0,60.0,76.0,48.0,66.0,66,65,35,65,50,78,65,24,56,74,85,85,75,64,80,79,60,69,71,68,50,46,67,54,57,64,45,55,53,13,15,7,13,13,,67+1,67+1,67+1,71,70,70,70,71,68+1,68+1,68+1,70+1,64+1,64+1,64+1,70+1,63+1,58+1,58+1,58+1,63+1,61+1,54+1,54+1,54+1,61+1,19+1,https://cdn.sofifa.net/players/205/540/18_120.png,https://cdn.sofifa.net/teams/1943/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
6362,215556,https://sofifa.com/player/215556/edimilson-fernandes/180002,E. Fernandes,Edimilson Fernandes Ribeiro,"CM, CAM, RWB",69,81,1800000.0,40000.0,21,1996-04-15,190,77,19.0,West Ham United,English Premier League,1.0,SUB,31.0,,2016-08-27,2020.0,47,Switzerland,1364.0,SUB,17.0,Right,4,3,1,High/Medium,Lean (185+),Yes,3900000.0,,Speed Dribbler (AI),80.0,67.0,67.0,71.0,52.0,69.0,57,65,43,74,56,73,57,51,70,71,78,81,70,58,56,73,59,80,68,70,60,42,65,69,55,63,53,59,55,12,7,13,15,13,,66+1,66+1,66+1,69,69,69,69,69,70+1,70+1,70+1,70+1,68+1,68+1,68+1,70+1,63+1,62+1,62+1,62+1,63+1,61+1,57+1,57+1,57+1,61+1,17+1,https://cdn.sofifa.net/players/215/556/18_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1364/60.png,https://cdn.sofifa.net/flags/ch.png
109,189505,https://sofifa.com/player/189505/pedro-rodriguez-ledesma/180002,Pedro,Pedro Eliezer Rodríguez Ledesma,"RW, LW",84,84,30500000.0,200000.0,29,1987-07-28,169,65,5.0,Chelsea,English Premier League,1.0,RW,11.0,,2015-08-20,2019.0,45,Spain,1362.0,SUB,11.0,Right,5,4,3,High/Medium,Normal (170-),Yes,56400000.0,,Finesse Shot,82.0,77.0,77.0,85.0,37.0,62.0,78,81,55,83,70,84,81,57,70,87,84,80,84,84,82,71,67,78,56,78,56,49,84,77,66,78,30,32,31,5,11,12,15,9,,77+2,77+2,77+2,83+1,82+1,82+1,82+1,83+1,82+2,82+2,82+2,82+2,77+2,77+2,77+2,82+2,65+2,61+2,61+2,61+2,65+2,60+2,50+2,50+2,50+2,60+2,18+2,https://cdn.sofifa.net/players/189/505/18_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
5331,206085,https://sofifa.com/player/206085/jacob-murphy/180002,J. Murphy,Jacob Murphy,RM,70,79,2700000.0,40000.0,22,1995-02-24,173,67,13.0,Newcastle United,English Premier League,1.0,SUB,7.0,,2017-07-19,2021.0,14,England,,,,Right,3,3,1,High/Low,Lean (170-185),No,5700000.0,,"Selfish, Long Shot Taker (AI), Speed Dribbler (AI)",82.0,68.0,66.0,71.0,33.0,55.0,69,66,40,64,50,73,75,66,60,66,83,82,81,64,77,73,51,67,59,74,31,16,68,69,68,65,34,39,40,13,16,13,10,6,,66+1,66+1,66+1,70,69,69,69,70,69+1,69+1,69+1,69+1,62+1,62+1,62+1,69+1,55+1,49+1,49+1,49+1,55+1,52+1,42+1,42+1,42+1,52+1,17+1,https://cdn.sofifa.net/players/206/085/18_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
