,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
481,198784,https://sofifa.com/player/198784/alex-oxlade-chamberlain/180002,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,"RM, LM, RWB",80,85,20000000.0,100000.0,23,1993-08-15,175,70,9.0,Liverpool,English Premier League,1.0,SUB,21.0,,2017-08-31,2022.0,14,England,1318.0,RM,11.0,Right,4,4,2,High/Medium,Stocky (170-185),Yes,39500000.0,,"Injury Prone, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",88.0,70.0,74.0,84.0,52.0,71.0,75,68,39,78,58,85,67,53,73,82,87,88,84,74,88,75,66,76,70,74,66,51,74,72,69,73,52,57,54,16,9,6,9,9,,72+1,72+1,72+1,79,77,77,77,79,78+1,78+1,78+1,79+1,74+1,74+1,74+1,79+1,69+1,67+1,67+1,67+1,69+1,66+1,59+1,59+1,59+1,66+1,17+1,https://cdn.sofifa.net/players/198/784/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
2334,198489,https://sofifa.com/player/198489/james-mcclean/180002,J. McClean,James Joseph McClean,LM,74,74,5500000.0,60000.0,28,1989-04-22,180,70,109.0,West Bromwich Albion,English Premier League,1.0,SUB,14.0,,2015-06-22,2019.0,25,Republic of Ireland,1355.0,SUB,11.0,Left,2,4,2,High/High,Lean (170-185),Yes,10500000.0,,Avoids Using Weaker Foot,77.0,67.0,69.0,76.0,58.0,75.0,73,67,71,69,59,79,68,66,66,73,75,79,75,72,73,69,72,78,72,65,80,51,73,70,65,71,59,56,60,6,16,16,15,15,,71+1,71+1,71+1,73,72,72,72,73,72+1,72+1,72+1,73+1,69+1,69+1,69+1,73+1,67+1,65+1,65+1,65+1,67+1,66+1,64+1,64+1,64+1,66+1,20+1,https://cdn.sofifa.net/players/198/489/18_120.png,https://cdn.sofifa.net/teams/109/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1355/60.png,https://cdn.sofifa.net/flags/ie.png
2717,166838,https://sofifa.com/player/166838/marc-pugh/180002,M. Pugh,Marc Pugh,LM,73,73,3800000.0,60000.0,30,1987-04-02,180,72,1943.0,AFC Bournemouth,English Premier League,1.0,LM,7.0,,2010-06-01,2018.0,14,England,,,,Right,4,4,1,High/Medium,Normal (170-185),Yes,7200000.0,,"Flair, Technical Dribbler (AI)",71.0,66.0,67.0,76.0,39.0,68.0,71,68,66,69,49,77,60,69,59,75,74,69,82,69,66,67,63,78,66,66,60,37,72,69,64,71,30,44,31,14,15,13,8,10,,69+1,69+1,69+1,72,71,71,71,72,71+1,71+1,71+1,72+1,67+1,67+1,67+1,72+1,58+1,56+1,56+1,56+1,58+1,55+1,50+1,50+1,50+1,55+1,18+1,https://cdn.sofifa.net/players/166/838/18_120.png,https://cdn.sofifa.net/teams/1943/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
789,189157,https://sofifa.com/player/189157/yannick-bolasie/180002,Y. Bolasie,Yannick Bolasie Yala,"RM, ST, LM",78,78,10500000.0,100000.0,28,1989-05-24,188,84,7.0,Everton,English Premier League,1.0,RES,7.0,,2016-08-15,2021.0,110,Congo DR,,,,Right,4,5,2,High/High,Normal (185+),Yes,20000000.0,#Dribbler,"Flair, Technical Dribbler (AI)",87.0,68.0,68.0,84.0,31.0,78.0,75,64,51,71,51,87,62,49,67,82,86,87,82,74,76,81,64,76,82,71,76,31,69,65,65,69,27,34,17,8,9,12,14,6,,72+1,72+1,72+1,77,75,75,75,77,75+1,75+1,75+1,77+1,69+1,69+1,69+1,77+1,59+1,56+1,56+1,56+1,59+1,54+1,48+1,48+1,48+1,54+1,17+1,https://cdn.sofifa.net/players/189/157/18_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/cd.png
520,231677,https://sofifa.com/player/231677/marcus-rashford/180002,M. Rashford,Marcus Rashford,"ST, RM, LM",80,89,22500000.0,90000.0,19,1997-10-31,185,70,11.0,Manchester United,English Premier League,1.0,LM,19.0,,2014-07-01,2020.0,14,England,1318.0,LM,7.0,Right,4,4,2,High/Low,Normal (185+),Yes,46100000.0,"#Speedster, #Acrobat","Beat Offside Trap, Flair, Speed Dribbler (AI)",92.0,76.0,72.0,82.0,34.0,74.0,72,79,68,74,71,83,74,73,65,79,93,92,90,76,78,82,63,83,73,66,67,42,81,73,74,74,22,32,25,11,6,15,7,14,,79+1,79+1,79+1,80,79,79,79,80,78+1,78+1,78+1,79+1,71+1,71+1,71+1,79+1,61+1,57+1,57+1,57+1,61+1,58+1,50+1,50+1,50+1,58+1,17+1,https://cdn.sofifa.net/players/231/677/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
470,193061,https://sofifa.com/player/193061/roberto-pereyra/180002,R. Pereyra,Roberto Maximiliano Pereyra,"CM, CAM",80,83,18000000.0,70000.0,26,1991-01-07,182,77,1795.0,Watford,English Premier League,1.0,SUB,37.0,,2016-08-19,2021.0,52,Argentina,,,,Right,4,4,2,High/High,Lean (170-185),Yes,35600000.0,,Speed Dribbler (AI),78.0,66.0,80.0,81.0,68.0,68.0,78,61,60,83,74,82,78,72,76,83,78,78,79,78,75,66,66,77,64,72,66,72,76,81,72,78,64,71,70,4,5,3,4,8,,72+1,72+1,72+1,78,77,77,77,78,79+1,79+1,79+1,79+1,79+1,79+1,79+1,79+1,76+1,75+1,75+1,75+1,76+1,74+1,69+1,69+1,69+1,74+1,13+1,https://cdn.sofifa.net/players/193/061/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ar.png
391,230666,https://sofifa.com/player/230666/gabriel-fernando-de-jesus/180002,Gabriel Jesus,Gabriel Fernando de Jesus,ST,81,92,31000000.0,110000.0,20,1997-04-03,175,73,10.0,Manchester City,English Premier League,1.0,LS,33.0,,2016-08-03,2021.0,54,Brazil,1370.0,ST,9.0,Right,4,4,2,High/High,Normal (170-185),Yes,63600000.0,"#Dribbler, #Acrobat","Beat Offside Trap, Flair, Technical Dribbler (AI)",87.0,79.0,71.0,87.0,26.0,67.0,66,83,66,75,67,87,76,54,66,85,89,85,93,82,92,78,75,84,63,73,56,32,83,75,78,84,20,17,19,13,8,6,6,15,,80+1,80+1,80+1,82,82,82,82,82,81+1,81+1,81+1,80+1,73+1,73+1,73+1,80+1,58+1,54+1,54+1,54+1,58+1,53+1,44+1,44+1,44+1,53+1,18+1,https://cdn.sofifa.net/players/230/666/18_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1370/60.png,https://cdn.sofifa.net/flags/br.png
1037,188166,https://sofifa.com/player/188166/matt-phillips/180002,M. Phillips,Matt Phillips,"RM, LM",77,78,10500000.0,70000.0,26,1991-03-13,183,75,109.0,West Bromwich Albion,English Premier League,1.0,RM,10.0,,2016-07-06,2020.0,42,Scotland,,,,Right,4,3,1,Medium/Medium,Normal (170-185),Yes,20700000.0,,"Injury Prone, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot",87.0,71.0,69.0,78.0,35.0,71.0,77,69,54,68,45,82,72,48,67,74,88,86,78,65,71,80,54,74,78,74,55,28,72,70,61,67,29,40,34,14,16,16,10,10,,72+2,72+2,72+2,75+1,74+1,74+1,74+1,75+1,73+2,73+2,73+2,75+2,67+2,67+2,67+2,75+2,59+2,54+2,54+2,54+2,59+2,55+2,48+2,48+2,48+2,55+2,18+2,https://cdn.sofifa.net/players/188/166/18_120.png,https://cdn.sofifa.net/teams/109/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-sct.png
261,200104,https://sofifa.com/player/200104/heung-min-son/180002,H. Son,손흥민 孙兴慜,"LM, RM, ST",82,85,28000000.0,90000.0,24,1992-07-08,183,77,18.0,Tottenham Hotspur,English Premier League,1.0,LM,7.0,,2015-08-28,2020.0,167,Korea Republic,,,,Right,5,4,3,High/High,Lean (170-185),Yes,55300000.0,,"Diver, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI)",86.0,83.0,75.0,83.0,25.0,66.0,75,83,65,78,73,85,81,70,64,82,87,86,79,81,77,83,65,80,62,86,60,29,83,78,71,78,17,19,23,11,13,13,6,10,,80+1,80+1,80+1,82,82,82,82,82,81+1,81+1,81+1,81+1,73+1,73+1,73+1,81+1,59+1,54+1,54+1,54+1,59+1,54+1,43+1,43+1,43+1,54+1,18+1,https://cdn.sofifa.net/players/200/104/18_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/kr.png
10441,221479,https://sofifa.com/player/221479/dominic-calvert-lewin/180002,D. Calvert-Lewin,Dominic Calvert-Lewin,"ST, LM",65,79,1200000.0,20000.0,20,1997-03-16,185,71,7.0,Everton,English Premier League,1.0,SUB,29.0,,2016-08-31,2022.0,14,England,,,,Right,3,2,1,High/Low,Lean (185+),Yes,3000000.0,,,80.0,64.0,47.0,67.0,30.0,62.0,46,69,52,50,59,65,42,42,35,66,79,81,81,57,71,65,73,69,62,56,49,34,63,54,54,55,23,31,21,12,12,8,7,11,,64+1,64+1,64+1,63,63,63,63,63,61+1,61+1,61+1,61+1,53+1,53+1,53+1,61+1,48+1,44+1,44+1,44+1,48+1,46+1,42+1,42+1,42+1,46+1,15+1,https://cdn.sofifa.net/players/221/479/18_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
85,192883,https://sofifa.com/player/192883/henrikh-mkhitaryan/180002,H. Mkhitaryan,Henrikh Mkhitaryan,"RM, RW, LM",85,85,39000000.0,190000.0,28,1989-01-21,177,75,11.0,Manchester United,English Premier League,1.0,CAM,22.0,,2016-07-06,2020.0,3,Armenia,,,,Right,5,4,3,High/High,Normal (170-185),Yes,72200000.0,"#Dribbler, #Engine, #Acrobat","Flair, Long Shot Taker (AI), Speed Dribbler (AI), Playmaker (AI), Set Play Specialist",86.0,79.0,80.0,87.0,54.0,70.0,79,77,53,84,81,87,83,64,72,87,88,84,89,82,85,87,71,86,63,75,69,64,82,85,72,79,49,53,55,5,11,14,5,7,,79+2,79+2,79+2,84+1,83+1,83+1,83+1,84+1,84+1,84+1,84+1,83+2,80+2,80+2,80+2,83+2,73+2,70+2,70+2,70+2,73+2,70+2,62+2,62+2,62+2,70+2,16+2,https://cdn.sofifa.net/players/192/883/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/am.png
2600,233601,https://sofifa.com/player/233601/ramadan-sobhi/180002,R. Sobhi,Ramadan Sobhi Ramadan Ahmed,"LM, RM",74,85,9500000.0,40000.0,20,1997-01-23,183,75,1806.0,Stoke City,English Premier League,1.0,SUB,32.0,,2016-07-26,2022.0,111,Egypt,111130.0,SUB,14.0,Right,4,4,1,High/High,Lean (170-185),Yes,20000000.0,,"Finesse Shot, Flair, Outside Foot Shot, Technical Dribbler (AI)",75.0,62.0,71.0,77.0,43.0,65.0,70,60,59,76,61,79,63,63,64,79,77,74,73,63,67,62,51,72,68,65,54,33,73,74,65,75,43,44,46,12,13,15,12,10,,68+1,68+1,68+1,73,72,72,72,73,73+1,73+1,73+1,73+1,69+1,69+1,69+1,73+1,61+1,58+1,58+1,58+1,61+1,58+1,52+1,52+1,52+1,58+1,18+1,https://cdn.sofifa.net/players/233/601/18_120.png,https://cdn.sofifa.net/teams/1806/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/111130/60.png,https://cdn.sofifa.net/flags/eg.png
286,211300,https://sofifa.com/player/211300/anthony-martial/180002,A. Martial,Anthony Martial,"LM, ST",82,90,32500000.0,110000.0,21,1995-12-05,181,76,11.0,Manchester United,English Premier League,1.0,SUB,11.0,,2015-09-01,2019.0,18,France,,,,Right,4,4,3,Medium/Low,Normal (170-185),Yes,67700000.0,"#Speedster, #Dribbler","Beat Offside Trap, Finesse Shot, Flair, Speed Dribbler (AI), Technical Dribbler (AI)",90.0,79.0,70.0,86.0,41.0,74.0,73,81,70,75,74,88,79,54,58,84,92,89,85,81,82,84,80,79,76,70,59,42,79,70,74,78,35,39,38,9,8,8,15,11,,81+2,81+2,81+2,81+1,81+1,81+1,81+1,81+1,79+2,79+2,79+2,80+2,72+2,72+2,72+2,80+2,65+2,60+2,60+2,60+2,65+2,62+2,55+2,55+2,55+2,62+2,18+2,https://cdn.sofifa.net/players/211/300/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/fr.png
453,186146,https://sofifa.com/player/186146/danny-welbeck/180002,D. Welbeck,Daniel Nii Tackie Mensah Welbeck,ST,80,81,17500000.0,130000.0,26,1990-11-26,185,73,1.0,Arsenal,English Premier League,1.0,SUB,23.0,,2014-09-02,2019.0,14,England,,,,Right,3,3,3,High/High,Normal (185+),Yes,33700000.0,,"Diver, Speed Dribbler (AI)",84.0,74.0,71.0,79.0,37.0,78.0,69,75,75,76,76,80,61,62,64,78,83,84,82,78,63,77,80,81,78,69,75,32,80,72,70,76,28,38,33,9,10,6,12,16,,78+2,78+2,78+2,77+1,78+1,78+1,78+1,77+1,77+2,77+2,77+2,77+2,71+2,71+2,71+2,77+2,60+2,58+2,58+2,58+2,60+2,58+2,53+2,53+2,53+2,58+2,19+2,https://cdn.sofifa.net/players/186/146/18_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
336,188988,https://sofifa.com/player/188988/manuel-lanzini/180002,M. Lanzini,Manuel Lanzini,"CAM, LM",81,87,24500000.0,90000.0,24,1993-02-15,167,59,19.0,West Ham United,English Premier League,1.0,CAM,10.0,,2016-07-01,2020.0,52,Argentina,1369.0,SUB,20.0,Right,4,4,2,Medium/Medium,Normal (170-),Yes,51500000.0,#Dribbler,"Flair, Long Shot Taker (AI), Playmaker (AI)",82.0,71.0,78.0,86.0,28.0,55.0,74,70,56,80,61,87,75,76,78,86,85,80,88,73,88,75,76,78,45,73,47,23,72,79,73,75,20,32,25,14,9,6,7,15,,73+1,73+1,73+1,79,78,78,78,79,80+1,80+1,80+1,80+1,74+1,74+1,74+1,80+1,59+1,55+1,55+1,55+1,59+1,54+1,42+1,42+1,42+1,54+1,18+1,https://cdn.sofifa.net/players/188/988/18_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
