,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
481,198784,https://sofifa.com/player/198784/alex-oxlade-chamberlain/180002,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,"RM, LM, RWB",80,85,20000000.0,100000.0,23,1993-08-15,175,70,9.0,Liverpool,English Premier League,1.0,SUB,21.0,,2017-08-31,2022.0,14,England,1318.0,RM,11.0,Right,4,4,2,High/Medium,Stocky (170-185),Yes,39500000.0,,"Injury Prone, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",88.0,70.0,74.0,84.0,52.0,71.0,75,68,39,78,58,85,67,53,73,82,87,88,84,74,88,75,66,76,70,74,66,51,74,72,69,73,52,57,54,16,9,6,9,9,,72+1,72+1,72+1,79,77,77,77,79,78+1,78+1,78+1,79+1,74+1,74+1,74+1,79+1,69+1,67+1,67+1,67+1,69+1,66+1,59+1,59+1,59+1,66+1,17+1,https://cdn.sofifa.net/players/198/784/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
153,180819,https://sofifa.com/player/180819/adam-lallana/180002,A. Lallana,Adam David Lallana,CM,83,83,25000000.0,130000.0,29,1988-05-10,172,73,9.0,Liverpool,English Premier League,1.0,SUB,20.0,,2014-07-01,2021.0,14,England,1318.0,SUB,20.0,Right,5,4,3,High/High,Lean (170-185),Yes,47500000.0,#Engine,"Injury Prone, Flair, Playmaker (AI), Technical Dribbler (AI)",73.0,75.0,80.0,84.0,65.0,74.0,74,79,67,86,72,85,77,66,77,86,74,72,83,78,76,72,73,90,67,72,74,68,77,83,70,80,60,67,62,6,15,14,8,11,,77+2,77+2,77+2,80+1,80+1,80+1,80+1,80+1,82+1,82+1,82+1,81+2,81+2,81+2,81+2,81+2,75+2,75+2,75+2,75+2,75+2,73+2,69+2,69+2,69+2,73+2,18+2,https://cdn.sofifa.net/players/180/819/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
8755,241095,https://sofifa.com/player/241095/nikola-vlasic/180002,N. Vlašić,Nikola Vlašić,"RW, CAM",67,82,1600000.0,30000.0,19,1997-10-04,178,72,7.0,Everton,English Premier League,1.0,RES,27.0,,2017-08-31,2022.0,10,Croatia,,,,Right,4,4,1,Medium/Medium,Normal (170-185),No,4100000.0,,,76.0,63.0,63.0,70.0,31.0,61.0,64,63,51,63,62,70,60,58,57,71,79,74,75,51,76,66,58,64,59,58,63,26,65,66,63,59,23,35,37,6,14,15,9,14,,64+1,64+1,64+1,67,66,66,66,67,66+1,66+1,66+1,66+1,60+1,60+1,60+1,66+1,52+1,49+1,49+1,49+1,52+1,50+1,43+1,43+1,43+1,50+1,15+1,https://cdn.sofifa.net/players/241/095/18_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/hr.png
1027,186351,https://sofifa.com/player/186351/leroy-fer/180002,L. Fer,Leroy Johan Fer,"CM, CAM, CDM",77,78,10000000.0,70000.0,27,1990-01-05,188,90,1960.0,Swansea City,English Premier League,1.0,CAM,8.0,,2016-07-05,2019.0,34,Netherlands,,,,Right,4,3,2,Medium/Low,Normal (185+),Yes,19800000.0,,"Flair, Long Shot Taker (AI)",71.0,75.0,72.0,75.0,70.0,81.0,68,71,80,79,66,78,49,44,76,75,70,72,71,73,51,85,91,90,75,78,80,70,75,73,72,72,66,70,69,9,8,14,16,14,,76+1,76+1,76+1,74,75,75,75,74,75+1,75+1,75+1,75+1,76+1,76+1,76+1,75+1,73+1,74+1,74+1,74+1,73+1,73+1,73+1,73+1,73+1,73+1,19+1,https://cdn.sofifa.net/players/186/351/18_120.png,https://cdn.sofifa.net/teams/1960/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/nl.png
1748,189059,https://sofifa.com/player/189059/jake-livermore/180002,J. Livermore,Jake Livermore,"CM, CDM, CB",75,76,7500000.0,60000.0,27,1989-11-14,180,76,109.0,West Bromwich Albion,English Premier League,1.0,LCM,8.0,,2017-01-20,2021.0,14,England,1318.0,SUB,18.0,Right,2,2,2,Medium/Medium,Stocky (170-185),Yes,14800000.0,,,64.0,66.0,73.0,72.0,71.0,80.0,65,64,69,78,59,72,69,58,75,75,65,64,65,74,72,72,69,84,77,69,83,76,61,73,57,79,70,72,66,9,15,8,10,9,,69+1,69+1,69+1,69,70,70,70,69,71+1,71+1,71+1,71+1,74+1,74+1,74+1,71+1,72+1,75+1,75+1,75+1,72+1,72+1,73+1,73+1,73+1,72+1,18+1,https://cdn.sofifa.net/players/189/059/18_120.png,https://cdn.sofifa.net/teams/109/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
520,231677,https://sofifa.com/player/231677/marcus-rashford/180002,M. Rashford,Marcus Rashford,"ST, RM, LM",80,89,22500000.0,90000.0,19,1997-10-31,185,70,11.0,Manchester United,English Premier League,1.0,LM,19.0,,2014-07-01,2020.0,14,England,1318.0,LM,7.0,Right,4,4,2,High/Low,Normal (185+),Yes,46100000.0,"#Speedster, #Acrobat","Beat Offside Trap, Flair, Speed Dribbler (AI)",92.0,76.0,72.0,82.0,34.0,74.0,72,79,68,74,71,83,74,73,65,79,93,92,90,76,78,82,63,83,73,66,67,42,81,73,74,74,22,32,25,11,6,15,7,14,,79+1,79+1,79+1,80,79,79,79,80,78+1,78+1,78+1,79+1,71+1,71+1,71+1,79+1,61+1,57+1,57+1,57+1,61+1,58+1,50+1,50+1,50+1,58+1,17+1,https://cdn.sofifa.net/players/231/677/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
470,193061,https://sofifa.com/player/193061/roberto-pereyra/180002,R. Pereyra,Roberto Maximiliano Pereyra,"CM, CAM",80,83,18000000.0,70000.0,26,1991-01-07,182,77,1795.0,Watford,English Premier League,1.0,SUB,37.0,,2016-08-19,2021.0,52,Argentina,,,,Right,4,4,2,High/High,Lean (170-185),Yes,35600000.0,,Speed Dribbler (AI),78.0,66.0,80.0,81.0,68.0,68.0,78,61,60,83,74,82,78,72,76,83,78,78,79,78,75,66,66,77,64,72,66,72,76,81,72,78,64,71,70,4,5,3,4,8,,72+1,72+1,72+1,78,77,77,77,78,79+1,79+1,79+1,79+1,79+1,79+1,79+1,79+1,76+1,75+1,75+1,75+1,76+1,74+1,69+1,69+1,69+1,74+1,13+1,https://cdn.sofifa.net/players/193/061/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ar.png
1876,206516,https://sofifa.com/player/206516/will-hughes/180002,W. Hughes,Will Hughes,CM,75,84,10000000.0,40000.0,22,1995-04-17,185,74,1795.0,Watford,English Premier League,1.0,SUB,19.0,,2017-06-24,2022.0,14,England,,,,Left,3,3,1,Medium/Medium,Lean (185+),No,21000000.0,,Technical Dribbler (AI),66.0,59.0,72.0,77.0,65.0,65.0,64,61,58,77,46,77,56,48,73,78,68,65,73,75,78,58,54,74,61,56,67,62,68,79,60,78,67,68,67,7,15,12,9,12,,66+1,66+1,66+1,71,71,71,71,71,73+1,73+1,73+1,72+1,74+1,74+1,74+1,72+1,70+1,71+1,71+1,71+1,70+1,68+1,66+1,66+1,66+1,68+1,18+1,https://cdn.sofifa.net/players/206/516/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
261,200104,https://sofifa.com/player/200104/heung-min-son/180002,H. Son,손흥민 孙兴慜,"LM, RM, ST",82,85,28000000.0,90000.0,24,1992-07-08,183,77,18.0,Tottenham Hotspur,English Premier League,1.0,LM,7.0,,2015-08-28,2020.0,167,Korea Republic,,,,Right,5,4,3,High/High,Lean (170-185),Yes,55300000.0,,"Diver, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI)",86.0,83.0,75.0,83.0,25.0,66.0,75,83,65,78,73,85,81,70,64,82,87,86,79,81,77,83,65,80,62,86,60,29,83,78,71,78,17,19,23,11,13,13,6,10,,80+1,80+1,80+1,82,82,82,82,82,81+1,81+1,81+1,81+1,73+1,73+1,73+1,81+1,59+1,54+1,54+1,54+1,59+1,54+1,43+1,43+1,43+1,54+1,18+1,https://cdn.sofifa.net/players/200/104/18_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/kr.png
4713,225441,https://sofifa.com/player/225441/kasey-palmer/180002,K. Palmer,Kasey Palmer,CAM,71,81,3800000.0,20000.0,20,1996-11-09,175,68,1939.0,Huddersfield Town,English Premier League,1.0,CAM,45.0,Chelsea,,2018.0,14,England,,,,Right,4,3,1,High/Medium,Lean (170-185),Yes,,,"Injury Prone, Flair, Playmaker (AI)",76.0,66.0,67.0,74.0,47.0,61.0,66,65,58,66,61,74,65,63,65,75,78,75,74,59,74,67,58,65,62,69,52,31,66,71,57,69,50,49,49,7,16,9,11,16,,67+1,67+1,67+1,70,69,69,69,70,70+1,70+1,70+1,69+1,65+1,65+1,65+1,69+1,59+1,56+1,56+1,56+1,59+1,57+1,52+1,52+1,52+1,57+1,17+1,https://cdn.sofifa.net/players/225/441/18_120.png,https://cdn.sofifa.net/teams/1939/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1132,206304,https://sofifa.com/player/206304/luka-milivojevic/180002,L. Milivojević,Luka Milivojević,"CDM, CM",77,81,9500000.0,50000.0,26,1991-04-07,186,80,1799.0,Crystal Palace,English Premier League,1.0,RCM,4.0,,2017-02-01,2020.0,51,Serbia,,,,Right,2,3,1,Medium/Medium,Normal (185+),No,18800000.0,,"Long Passer (AI), Long Shot Taker (AI), Takes Finesse Free Kicks",62.0,62.0,70.0,66.0,74.0,81.0,59,54,74,76,42,63,64,75,75,72,61,63,60,74,58,75,64,89,77,72,85,76,65,69,62,73,75,73,68,13,9,16,6,12,,67+1,67+1,67+1,66,67,67,67,66,68+1,68+1,68+1,68+1,73+1,73+1,73+1,68+1,72+1,76+1,76+1,76+1,72+1,72+1,74+1,74+1,74+1,72+1,17+1,https://cdn.sofifa.net/players/206/304/18_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/rs.png
6311,213666,https://sofifa.com/player/213666/ruben-loftus-cheek/180002,R. Loftus-Cheek,Ruben Loftus-Cheek,"CAM, CM",69,83,2300000.0,20000.0,21,1996-01-23,191,83,1799.0,Crystal Palace,English Premier League,1.0,RM,8.0,,2013-06-03,2021.0,14,England,,,,Right,4,2,1,Medium/Medium,Normal (185+),Yes,5800000.0,,,67.0,55.0,61.0,69.0,64.0,74.0,36,61,57,76,31,69,31,31,70,74,65,69,62,60,68,51,59,76,78,49,63,62,68,70,45,71,64,67,61,11,7,12,15,13,,63+1,63+1,63+1,65,67,67,67,65,68+1,68+1,68+1,66+1,69+1,69+1,69+1,66+1,64+1,68+1,68+1,68+1,64+1,63+1,65+1,65+1,65+1,63+1,17+1,https://cdn.sofifa.net/players/213/666/18_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
85,192883,https://sofifa.com/player/192883/henrikh-mkhitaryan/180002,H. Mkhitaryan,Henrikh Mkhitaryan,"RM, RW, LM",85,85,39000000.0,190000.0,28,1989-01-21,177,75,11.0,Manchester United,English Premier League,1.0,CAM,22.0,,2016-07-06,2020.0,3,Armenia,,,,Right,5,4,3,High/High,Normal (170-185),Yes,72200000.0,"#Dribbler, #Engine, #Acrobat","Flair, Long Shot Taker (AI), Speed Dribbler (AI), Playmaker (AI), Set Play Specialist",86.0,79.0,80.0,87.0,54.0,70.0,79,77,53,84,81,87,83,64,72,87,88,84,89,82,85,87,71,86,63,75,69,64,82,85,72,79,49,53,55,5,11,14,5,7,,79+2,79+2,79+2,84+1,83+1,83+1,83+1,84+1,84+1,84+1,84+1,83+2,80+2,80+2,80+2,83+2,73+2,70+2,70+2,70+2,73+2,70+2,62+2,62+2,62+2,70+2,16+2,https://cdn.sofifa.net/players/192/883/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/am.png
1309,178213,https://sofifa.com/player/178213/etienne-capoue/180002,E. Capoue,Etienne Capoue,"CM, CDM",76,76,7500000.0,60000.0,28,1988-07-11,190,87,1795.0,Watford,English Premier League,1.0,SUB,29.0,,2015-07-06,2019.0,18,France,,,,Right,3,2,2,Medium/Medium,Normal (185+),Yes,14300000.0,,,58.0,70.0,70.0,73.0,74.0,76.0,70,70,70,77,67,76,61,30,77,77,62,55,48,78,63,76,74,85,77,69,65,71,73,67,52,77,75,75,73,12,11,11,14,12,,72+1,72+1,72+1,71,73,73,73,71,72+1,72+1,72+1,73+1,75+1,75+1,75+1,73+1,74+1,75+1,75+1,75+1,74+1,73+1,73+1,73+1,73+1,73+1,19+1,https://cdn.sofifa.net/players/178/213/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/fr.png
10441,221479,https://sofifa.com/player/221479/dominic-calvert-lewin/180002,D. Calvert-Lewin,Dominic Calvert-Lewin,"ST, LM",65,79,1200000.0,20000.0,20,1997-03-16,185,71,7.0,Everton,English Premier League,1.0,SUB,29.0,,2016-08-31,2022.0,14,England,,,,Right,3,2,1,High/Low,Lean (185+),Yes,3000000.0,,,80.0,64.0,47.0,67.0,30.0,62.0,46,69,52,50,59,65,42,42,35,66,79,81,81,57,71,65,73,69,62,56,49,34,63,54,54,55,23,31,21,12,12,8,7,11,,64+1,64+1,64+1,63,63,63,63,63,61+1,61+1,61+1,61+1,53+1,53+1,53+1,61+1,48+1,44+1,44+1,44+1,48+1,46+1,42+1,42+1,42+1,46+1,15+1,https://cdn.sofifa.net/players/221/479/18_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
