,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
1805,196978,https://sofifa.com/player/196978/callum-wilson/180002,C. Wilson,Callum Wilson,ST,75,79,8500000.0,60000.0,25,1992-02-27,180,66,1943.0,AFC Bournemouth,English Premier League,1.0,SUB,13.0,,2014-07-04,2020.0,14,England,,,,Right,3,3,1,High/Medium,Normal (170-185),Yes,16800000.0,#Speedster,"Injury Prone, Beat Offside Trap, Speed Dribbler (AI)",90.0,73.0,63.0,74.0,34.0,76.0,52,79,62,70,65,73,62,45,60,75,92,89,78,70,77,69,66,75,78,64,73,40,77,71,75,78,20,39,25,10,15,8,10,6,,74+1,74+1,74+1,74,75,75,75,74,74+1,74+1,74+1,73+1,67+1,67+1,67+1,73+1,56+1,56+1,56+1,56+1,56+1,54+1,50+1,50+1,50+1,54+1,17+1,https://cdn.sofifa.net/players/196/978/18_120.png,https://cdn.sofifa.net/teams/1943/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
2378,202052,https://sofifa.com/player/202052/benik-afobe/180002,B. Afobe,Benik Afobe,ST,74,79,7500000.0,50000.0,24,1993-02-12,183,78,1943.0,AFC Bournemouth,English Premier League,1.0,ST,9.0,,2016-01-10,2020.0,110,Congo DR,,,,Right,3,3,1,High/Medium,Normal (170-185),Yes,14800000.0,,Backs Into Player,80.0,73.0,60.0,71.0,26.0,72.0,49,77,66,67,70,71,68,57,52,73,82,79,70,68,69,68,77,71,76,67,60,25,78,65,72,70,21,22,17,7,6,9,10,7,,73+1,73+1,73+1,71,72,72,72,71,70+1,70+1,70+1,69+1,63+1,63+1,63+1,69+1,50+1,48+1,48+1,48+1,50+1,47+1,44+1,44+1,44+1,47+1,14+1,https://cdn.sofifa.net/players/202/052/18_120.png,https://cdn.sofifa.net/teams/1943/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/cd.png
28,188567,https://sofifa.com/player/188567/pierre-emerick-aubameyang/180002,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,ST,88,88,61000000.0,160000.0,28,1989-06-18,187,80,22.0,Borussia Dortmund,German 1. Bundesliga,1.0,ST,17.0,,2013-07-04,2020.0,115,Gabon,,,,Right,4,3,3,Medium/Low,Lean (185+),Yes,103700000.0,"#Poacher, #Speedster","Injury Free, Beat Offside Trap, Finesse Shot, Speed Dribbler (AI), Chip Shot (AI), Takes Finesse Free Kicks",96.0,84.0,75.0,81.0,37.0,71.0,77,88,79,77,86,82,78,74,64,82,95,96,77,87,70,81,77,79,77,79,43,48,89,77,79,84,28,25,36,6,9,15,9,9,,85+3,85+3,85+3,84+2,84+2,84+2,84+2,84+2,82+3,82+3,82+3,83+3,74+3,74+3,74+3,83+3,65+3,59+3,59+3,59+3,65+3,62+3,52+3,52+3,52+3,62+3,17+3,https://cdn.sofifa.net/players/188/567/18_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ga.png
2489,215590,https://sofifa.com/player/215590/ayoze-perez-gutierrez/180002,Ayoze Pérez,Ayoze Pérez Gutiérrez,"CAM, ST, LM",74,81,8000000.0,50000.0,23,1993-07-29,179,66,13.0,Newcastle United,English Premier League,1.0,CF,17.0,,2014-06-06,2021.0,45,Spain,,,,Right,4,3,1,High/Medium,Lean (170-185),Yes,16800000.0,,Speed Dribbler (AI),75.0,72.0,62.0,80.0,25.0,64.0,43,78,65,72,78,82,79,71,51,78,77,74,84,71,79,63,72,73,57,62,69,18,79,65,73,72,19,25,15,12,12,11,14,8,,73+1,73+1,73+1,73,75,75,75,73,73+1,73+1,73+1,71+1,65+1,65+1,65+1,71+1,50+1,49+1,49+1,49+1,50+1,46+1,42+1,42+1,42+1,46+1,18+1,https://cdn.sofifa.net/players/215/590/18_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
1684,173436,https://sofifa.com/player/173436/nathan-dyer/180002,N. Dyer,Nathan Dyer,"RM, RW",75,75,6500000.0,60000.0,29,1987-11-29,167,62,1960.0,Swansea City,English Premier League,1.0,RES,12.0,,2009-06-02,2020.0,14,England,,,,Right,3,4,2,High/High,Lean (170-),Yes,12400000.0,,Speed Dribbler (AI),83.0,72.0,67.0,80.0,38.0,63.0,64,73,32,74,52,80,58,42,65,77,85,82,85,67,93,75,72,72,55,74,69,35,72,66,70,67,33,45,48,12,11,14,8,16,,69+1,69+1,69+1,75,74,74,74,75,74+1,74+1,74+1,74+1,68+1,68+1,68+1,74+1,61+1,58+1,58+1,58+1,61+1,57+1,49+1,49+1,49+1,57+1,18+1,https://cdn.sofifa.net/players/173/436/18_120.png,https://cdn.sofifa.net/teams/1960/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
18,192985,https://sofifa.com/player/192985/kevin-de-bruyne/180002,K. De Bruyne,Kevin De Bruyne,"CAM, CM, RM",89,92,83000000.0,275000.0,26,1991-06-28,181,68,10.0,Manchester City,English Premier League,1.0,RCM,17.0,,2015-08-30,2021.0,7,Belgium,1325.0,RCM,7.0,Right,4,4,4,High/High,Normal (170-185),Yes,159800000.0,"#Playmaker, #Engine, #Crosser, #Complete Midfielder","Early Crosser, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Set Play Specialist",75.0,84.0,88.0,85.0,45.0,75.0,90,83,53,90,82,85,83,83,84,87,76,75,80,88,75,85,65,87,73,86,68,56,84,90,77,84,30,51,40,15,13,5,10,13,,81+3,81+3,81+3,85+2,85+2,85+2,85+2,85+2,86+3,86+3,86+3,85+3,84+3,84+3,84+3,85+3,71+3,70+3,70+3,70+3,71+3,66+3,57+3,57+3,57+3,66+3,21+3,https://cdn.sofifa.net/players/192/985/18_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
2043,51257,https://sofifa.com/player/51257/peter-crouch/180002,P. Crouch,Peter Crouch,ST,74,74,2000000.0,50000.0,36,1981-01-30,201,75,1806.0,Stoke City,English Premier League,1.0,SUB,25.0,,2011-08-01,2018.0,14,England,,,,Right,3,3,2,Medium/Medium,Unique,Yes,3800000.0,#Aerial Threat,Target Forward,33.0,75.0,68.0,66.0,32.0,69.0,59,76,81,75,80,64,57,50,63,77,31,34,55,82,28,74,31,66,74,70,68,23,82,74,74,76,31,26,20,13,14,7,10,14,,73+1,73+1,73+1,67,71,71,71,67,71+1,71+1,71+1,66+1,68+1,68+1,68+1,66+1,49+1,54+1,54+1,54+1,49+1,46+1,47+1,47+1,47+1,46+1,20+1,https://cdn.sofifa.net/players/051/257/18_120.png,https://cdn.sofifa.net/teams/1806/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
226,178509,https://sofifa.com/player/178509/olivier-giroud/180002,O. Giroud,Olivier Giroud,ST,82,82,21500000.0,140000.0,30,1986-09-30,192,88,1.0,Arsenal,English Premier League,1.0,SUB,12.0,,2012-06-26,2020.0,18,France,1335.0,ST,9.0,Left,3,2,3,Medium/Medium,Normal (185+),Yes,39800000.0,"#Aerial Threat, #Strength",Target Forward,53.0,81.0,70.0,73.0,38.0,83.0,64,83,90,77,82,72,70,65,56,82,51,55,59,82,52,85,82,74,90,74,76,41,83,75,81,78,26,37,20,12,15,11,6,5,,80+2,80+2,80+2,73+1,77+1,77+1,77+1,73+1,75+2,75+2,75+2,72+2,71+2,71+2,71+2,72+2,56+2,59+2,59+2,59+2,56+2,53+2,55+2,55+2,55+2,53+2,18+2,https://cdn.sofifa.net/players/178/509/18_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
766,183125,https://sofifa.com/player/183125/troy-deeney/180002,T. Deeney,Troy Deeney,ST,78,78,10500000.0,70000.0,29,1988-06-29,183,90,1795.0,Watford,English Premier League,1.0,SUB,9.0,,2010-08-01,2021.0,14,England,,,,Right,3,3,2,High/Medium,Stocky (170-185),Yes,20000000.0,#Strength,"Leadership, Team Player",65.0,81.0,65.0,69.0,35.0,85.0,55,80,82,73,78,65,68,36,60,75,64,65,65,74,73,86,82,77,92,78,80,29,77,73,80,78,33,29,25,10,11,16,12,15,,77+1,77+1,77+1,70,74,74,74,70,72+1,72+1,72+1,70+1,68+1,68+1,68+1,70+1,53+1,56+1,56+1,56+1,53+1,51+1,53+1,53+1,53+1,51+1,19+1,https://cdn.sofifa.net/players/183/125/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
2747,172937,https://sofifa.com/player/172937/glenn-murray/180002,G. Murray,Glenn Murray,ST,73,73,2500000.0,50000.0,33,1983-09-25,185,84,1808.0,Brighton & Hove Albion,English Premier League,1.0,ST,17.0,,2017-01-31,2019.0,14,England,,,,Right,3,2,1,Low/Medium,Normal (185+),Yes,5000000.0,,"Power Header, Target Forward",49.0,73.0,59.0,66.0,35.0,74.0,48,77,81,65,67,63,57,33,55,70,47,51,59,74,73,74,83,62,77,62,79,45,80,68,75,77,24,29,23,15,16,14,7,10,,72+1,72+1,72+1,65,69,69,69,65,67+1,67+1,67+1,64+1,63+1,63+1,63+1,64+1,49+1,53+1,53+1,53+1,49+1,48+1,51+1,51+1,51+1,48+1,19+1,https://cdn.sofifa.net/players/172/937/18_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1013,183569,https://sofifa.com/player/183569/eric-maxim-choupo-moting/180002,E. Choupo-Moting,Jean-Eric Maxim Choupo-Moting,"LM, ST",77,77,9000000.0,70000.0,28,1989-03-23,191,91,1806.0,Stoke City,English Premier League,1.0,LW,10.0,,2017-08-07,2020.0,103,Cameroon,,,,Right,4,4,2,Medium/Low,Normal (185+),No,17100000.0,,"Selfish, Flair, Technical Dribbler (AI)",77.0,73.0,68.0,83.0,36.0,72.0,64,75,74,75,75,86,76,44,68,83,76,78,76,77,66,77,64,75,77,64,59,38,76,66,68,72,26,36,20,9,9,9,16,6,,77,77,77,76,77,77,77,76,76+1,76+1,76+1,76+1,71+1,71+1,71+1,76+1,58+1,57+1,57+1,57+1,58+1,55+1,50+1,50+1,50+1,55+1,17+1,https://cdn.sofifa.net/players/183/569/18_120.png,https://cdn.sofifa.net/teams/1806/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/cm.png
186,209331,https://sofifa.com/player/209331/mohamed-salah/180002,M. Salah,Mohamed Salah Ghaly,RW,83,86,32500000.0,130000.0,25,1992-06-15,175,71,9.0,Liverpool,English Premier League,1.0,RW,11.0,,2017-07-01,2022.0,111,Egypt,111130.0,ST,10.0,Left,2,4,3,High/Medium,Normal (170-185),Yes,64200000.0,"#Speedster, #Dribbler, #Acrobat","Beat Offside Trap, Finesse Shot, Speed Dribbler (AI)",93.0,73.0,74.0,87.0,45.0,66.0,73,79,59,79,71,87,70,60,65,87,93,93,86,82,84,71,70,77,61,62,63,55,83,78,61,75,37,43,41,14,14,9,11,14,,78+2,78+2,78+2,83+1,82+1,82+1,82+1,83+1,81+2,81+2,81+2,82+2,75+2,75+2,75+2,82+2,68+2,64+2,64+2,64+2,68+2,64+2,56+2,56+2,56+2,64+2,21+2,https://cdn.sofifa.net/players/209/331/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/111130/60.png,https://cdn.sofifa.net/flags/eg.png
4590,213490,https://sofifa.com/player/213490/isaiah-brown/180002,I. Brown,Isaiah Brown,"CAM, LM",71,81,3800000.0,20000.0,20,1997-01-07,182,70,1808.0,Brighton & Hove Albion,English Premier League,1.0,SUB,37.0,,2014-07-31,2021.0,14,England,,,,Right,3,3,1,Medium/Medium,Normal (170-185),Yes,8400000.0,,"Injury Prone, Technical Dribbler (AI)",75.0,64.0,65.0,75.0,42.0,65.0,62,66,59,67,56,75,57,53,66,75,74,75,80,63,71,64,76,65,68,64,54,41,65,68,60,64,35,44,40,9,7,14,7,14,,67+1,67+1,67+1,70,69,69,69,70,70+1,70+1,70+1,69+1,66+1,66+1,66+1,69+1,57+1,56+1,56+1,56+1,57+1,55+1,51+1,51+1,51+1,55+1,15+1,https://cdn.sofifa.net/players/213/490/18_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
2232,186905,https://sofifa.com/player/186905/ashley-barnes/180002,A. Barnes,Ashley Luke Barnes,"ST, CAM",74,74,6000000.0,50000.0,27,1989-10-30,186,76,1796.0,Burnley,English Premier League,1.0,SUB,10.0,,2014-01-10,2019.0,4,Austria,,,,Right,4,2,1,High/Medium,Normal (185+),Yes,11400000.0,,"Finesse Shot, Target Forward",67.0,73.0,63.0,73.0,42.0,81.0,65,74,76,66,68,72,60,56,57,76,68,67,71,68,67,76,82,78,80,67,87,35,73,63,74,67,33,46,39,6,10,11,10,10,,73+1,73+1,73+1,70,71,71,71,70,69+1,69+1,69+1,69+1,65+1,65+1,65+1,69+1,58+1,57+1,57+1,57+1,58+1,56+1,56+1,56+1,56+1,56+1,16+1,https://cdn.sofifa.net/players/186/905/18_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/at.png
617,198683,https://sofifa.com/player/198683/manolo-gabbiadini/180002,M. Gabbiadini,Manolo Gabbiadini,ST,79,83,16500000.0,100000.0,25,1991-11-26,186,81,17.0,Southampton,English Premier League,1.0,ST,20.0,,2017-01-31,2021.0,27,Italy,1343.0,SUB,23.0,Left,3,3,2,High/Low,Normal (185+),Yes,32600000.0,,"Avoids Using Weaker Foot, Finesse Shot, Long Shot Taker (AI), Takes Finesse Free Kicks",74.0,81.0,71.0,78.0,25.0,70.0,70,82,71,72,72,80,78,82,64,82,74,74,73,75,56,84,76,69,75,81,57,18,78,72,72,71,18,24,20,12,11,11,5,5,,78+1,78+1,78+1,77,78,78,78,77,76+1,76+1,76+1,75+1,69+1,69+1,69+1,75+1,53+1,51+1,51+1,51+1,53+1,49+1,44+1,44+1,44+1,49+1,16+1,https://cdn.sofifa.net/players/198/683/18_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
