,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
5160,193331,https://sofifa.com/player/193331/karl-darlow/180002,K. Darlow,Karl Darlow,GK,70,74,1600000.0,30000.0,26,1990-10-08,185,79,13.0,Newcastle United,English Premier League,1.0,SUB,26.0,,2014-08-09,2019.0,14,England,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,3200000.0,,"GK Long Throw, Comes For Crosses",,,,,,,12,14,12,32,15,12,19,16,28,27,59,52,63,65,64,13,67,44,58,11,13,25,18,36,19,24,15,11,12,70,69,64,66,73,55.0,26+1,26+1,26+1,29,28,28,28,29,30+1,30+1,30+1,30+1,30+1,30+1,30+1,30+1,29+1,28+1,28+1,28+1,29+1,28+1,25+1,25+1,25+1,28+1,69+1,https://cdn.sofifa.net/players/193/331/18_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
4019,49212,https://sofifa.com/player/49212/julian-speroni/180002,J. Speroni,Julián Speroni,GK,71,71,160000.0,15000.0,38,1979-05-18,186,80,1799.0,Crystal Palace,English Premier League,1.0,SUB,1.0,,2004-07-01,2018.0,52,Argentina,,,,Right,3,1,1,Medium/Medium,Normal (185+),Yes,304000.0,,"Team Player, Cautious With Crosses",,,,,,,13,13,11,24,12,12,15,12,23,14,42,43,48,68,55,20,74,33,43,12,21,17,8,34,22,35,12,12,15,74,70,67,67,73,43.0,22+1,22+1,22+1,23,23,23,23,23,25+1,25+1,25+1,24+1,24+1,24+1,24+1,24+1,24+1,24+1,24+1,24+1,24+1,24+1,23+1,23+1,23+1,24+1,70+1,https://cdn.sofifa.net/players/049/212/18_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ar.png
565,176550,https://sofifa.com/player/176550/david-ospina/180002,D. Ospina,David Ospina Ramírez,GK,79,79,9000000.0,90000.0,28,1988-08-31,183,80,1.0,Arsenal,English Premier League,1.0,SUB,13.0,,2014-07-27,2019.0,56,Colombia,111109.0,GK,1.0,Right,3,1,2,Medium/Medium,Normal (170-185),Yes,16700000.0,,Puncher,,,,,,,11,10,15,36,12,12,10,13,32,32,34,34,44,70,50,35,75,29,38,12,20,25,16,40,26,29,10,13,12,83,71,78,77,84,34.0,26+1,26+1,26+1,27,28,28,28,27,30+1,30+1,30+1,28+1,32+1,32+1,32+1,28+1,26+1,29+1,29+1,29+1,26+1,25+1,24+1,24+1,24+1,25+1,78+1,https://cdn.sofifa.net/players/176/550/18_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/111109/60.png,https://cdn.sofifa.net/flags/co.png
431,173373,https://sofifa.com/player/173373/sergio-romero/180002,S. Romero,Sergio Germán Romero,GK,80,80,9500000.0,100000.0,30,1987-02-22,192,87,11.0,Manchester United,English Premier League,1.0,SUB,20.0,,2015-07-27,2021.0,52,Argentina,1369.0,GK,1.0,Right,3,1,3,Medium/Medium,Normal (185+),Yes,17600000.0,,"GK Long Throw, Comes For Crosses",,,,,,,11,14,12,39,17,12,12,13,48,40,47,44,52,77,44,14,63,35,75,11,33,21,11,55,16,63,14,11,15,78,76,81,78,82,45.0,28+2,28+2,28+2,31+1,31+1,31+1,31+1,31+1,36+2,36+2,36+2,33+2,38+2,38+2,38+2,33+2,29+2,35+2,35+2,35+2,29+2,28+2,29+2,29+2,29+2,28+2,78+2,https://cdn.sofifa.net/players/173/373/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
314,163264,https://sofifa.com/player/163264/tom-heaton/180002,T. Heaton,Tom Heaton,GK,81,81,11000000.0,50000.0,31,1986-04-15,188,86,1796.0,Burnley,English Premier League,1.0,GK,1.0,,2013-07-01,2020.0,14,England,1318.0,SUB,23.0,Right,3,1,2,Medium/Medium,Normal (185+),Yes,20900000.0,,"Injury Free, GK Long Throw",,,,,,,17,12,16,32,12,17,15,13,37,28,56,53,54,74,52,14,73,40,66,12,31,24,12,46,24,56,15,15,13,80,79,76,80,83,54.0,27+1,27+1,27+1,30,30,30,30,30,33+1,33+1,33+1,32+1,33+1,33+1,33+1,32+1,30+1,32+1,32+1,32+1,30+1,30+1,29+1,29+1,29+1,30+1,80+1,https://cdn.sofifa.net/players/163/264/18_120.png,https://cdn.sofifa.net/teams/1796/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
979,172203,https://sofifa.com/player/172203/fraser-forster/180002,F. Forster,Fraser Forster,GK,77,78,7000000.0,60000.0,29,1988-03-17,201,93,17.0,Southampton,English Premier League,1.0,GK,44.0,,2014-08-09,2022.0,14,England,,,,Right,5,1,2,Medium/Medium,Normal (185+),Yes,13800000.0,,"Cautious With Crosses, Saves with Feet",,,,,,,19,13,13,27,19,20,10,19,19,33,32,35,32,70,42,36,59,29,80,12,43,22,13,44,22,34,13,13,12,74,78,69,76,80,34.0,28+1,28+1,28+1,28,29,29,29,28,30+1,30+1,30+1,29+1,29+1,29+1,29+1,29+1,26+1,29+1,29+1,29+1,26+1,25+1,29+1,29+1,29+1,25+1,76+1,https://cdn.sofifa.net/players/172/203/18_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
530,139062,https://sofifa.com/player/139062/willy-caballero/180002,W. Caballero,Wilfredo Daniel Caballero,GK,79,79,3000000.0,60000.0,35,1981-09-28,186,80,5.0,Chelsea,English Premier League,1.0,SUB,1.0,,2017-07-01,2018.0,52,Argentina,,,,Right,3,1,2,Medium/Medium,Normal (185+),Yes,5500000.0,,"Rushes Out Of Goal, Comes For Crosses",,,,,,,12,11,22,33,13,12,23,11,48,30,44,47,39,75,55,23,70,44,70,14,30,19,7,47,16,56,15,11,12,80,76,73,78,81,46.0,27+1,27+1,27+1,28,28,28,28,28,32+1,32+1,32+1,31+1,34+1,34+1,34+1,31+1,28+1,32+1,32+1,32+1,28+1,28+1,29+1,29+1,29+1,28+1,78+1,https://cdn.sofifa.net/players/139/062/18_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ar.png
2160,170084,https://sofifa.com/player/170084/wayne-hennessey/180002,W. Hennessey,Wayne Robert Hennessey,GK,74,74,3600000.0,40000.0,30,1987-01-24,198,90,1799.0,Crystal Palace,English Premier League,1.0,GK,13.0,,2014-01-31,2018.0,50,Wales,1367.0,GK,1.0,Right,3,1,2,Medium/Medium,Lean (185+),Yes,6900000.0,,,,,,,,,11,12,14,12,10,8,12,11,13,12,40,41,50,61,51,34,41,29,68,10,21,22,14,58,17,48,15,18,13,73,76,80,76,71,41.0,24+1,24+1,24+1,22,24,24,24,22,25+1,25+1,25+1,23+1,24+1,24+1,24+1,23+1,22+1,24+1,24+1,24+1,22+1,23+1,25+1,25+1,25+1,23+1,73+1,https://cdn.sofifa.net/players/170/084/18_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1367/60.png,https://cdn.sofifa.net/flags/gb-wls.png
319,173426,https://sofifa.com/player/173426/simon-mignolet/180002,S. Mignolet,Simon Luc Hildebert Mignolet,GK,81,81,12000000.0,90000.0,29,1988-03-06,193,87,9.0,Liverpool,English Premier League,1.0,GK,22.0,,2013-06-25,2021.0,7,Belgium,1325.0,SUB,12.0,Right,2,1,3,Medium/Medium,Normal (185+),Yes,22800000.0,,"Puncher, Comes For Crosses, Saves with Feet",,,,,,,11,11,16,37,16,14,16,12,34,24,55,56,34,77,42,45,69,31,72,16,34,21,16,40,41,66,13,14,16,80,76,65,78,84,56.0,31+2,31+2,31+2,29+1,31+1,31+1,31+1,29+1,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,29+2,31+2,31+2,31+2,29+2,29+2,30+2,30+2,30+2,29+2,79+2,https://cdn.sofifa.net/players/173/426/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
17,192119,https://sofifa.com/player/192119/thibaut-courtois/180002,T. Courtois,Thibaut Courtois,GK,89,92,59000000.0,190000.0,25,1992-05-11,199,94,5.0,Chelsea,English Premier League,1.0,GK,13.0,,2011-07-26,2019.0,7,Belgium,1325.0,GK,1.0,Left,3,1,4,Medium/Medium,Unique,Yes,113600000.0,,"GK Long Throw, Comes For Crosses",,,,,,,14,14,13,32,12,13,19,11,31,23,46,52,61,81,45,36,68,38,70,17,23,15,13,44,27,52,11,18,16,85,91,69,86,88,49.0,29+3,29+3,29+3,29+2,30+2,30+2,30+2,29+2,32+3,32+3,32+3,30+3,31+3,31+3,31+3,30+3,28+3,30+3,30+3,30+3,28+3,28+3,28+3,28+3,28+3,28+3,86+3,https://cdn.sofifa.net/players/192/119/18_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
22,167948,https://sofifa.com/player/167948/hugo-lloris/180002,H. Lloris,Hugo Lloris,GK,88,88,38000000.0,160000.0,30,1986-12-26,188,82,18.0,Tottenham Hotspur,English Premier League,1.0,GK,1.0,,2012-08-01,2022.0,18,France,1335.0,GK,1.0,Left,1,1,4,Medium/Medium,Lean (185+),Yes,72200000.0,,"Avoids Using Weaker Foot, Rushes Out Of Goal, Comes For Crosses",,,,,,,13,10,10,50,11,10,11,10,50,34,65,63,55,85,54,23,74,41,43,14,31,27,10,30,40,61,12,10,18,88,86,68,82,90,64.0,28+3,28+3,28+3,32+2,32+2,32+2,32+2,32+2,35+3,35+3,35+3,35+3,37+3,37+3,37+3,35+3,34+3,35+3,35+3,35+3,34+3,33+3,28+3,28+3,28+3,33+3,85+3,https://cdn.sofifa.net/players/167/948/18_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
204,150724,https://sofifa.com/player/150724/joe-hart/180002,J. Hart,Charles Joseph John Hart,GK,82,82,14000000.0,90000.0,30,1987-04-19,196,91,19.0,West Ham United,English Premier League,1.0,GK,25.0,Manchester City,,2018.0,14,England,1318.0,GK,1.0,Right,3,1,3,Medium/Medium,Normal (185+),Yes,,,"Leadership, Puncher",,,,,,,14,14,10,32,19,23,17,13,35,20,59,60,50,77,32,65,72,28,61,19,28,25,14,42,48,68,14,14,13,83,78,75,81,83,60.0,33+2,33+2,33+2,31+1,33+1,33+1,33+1,31+1,33+2,33+2,33+2,32+2,32+2,32+2,32+2,32+2,29+2,30+2,30+2,30+2,29+2,28+2,28+2,28+2,28+2,28+2,80+2,https://cdn.sofifa.net/players/150/724/18_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
612,194911,https://sofifa.com/player/194911/adrian-san-miguel-castillo/180002,Adrián,Adrián San Miguel del Castillo,GK,79,79,8000000.0,80000.0,30,1987-01-03,190,80,19.0,West Ham United,English Premier League,1.0,SUB,13.0,,2013-07-01,2019.0,45,Spain,,,,Right,2,1,2,Medium/Medium,Normal (185+),Yes,15200000.0,,Saves with Feet,,,,,,,12,16,15,21,12,15,12,17,32,23,46,44,53,72,48,40,69,38,59,20,38,25,12,32,44,36,14,19,14,81,76,69,75,84,45.0,28+1,28+1,28+1,26,27,27,27,26,28+1,28+1,28+1,27+1,28+1,28+1,28+1,27+1,27+1,29+1,29+1,29+1,27+1,27+1,28+1,28+1,28+1,27+1,78+1,https://cdn.sofifa.net/players/194/911/18_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
12814,240507,https://sofifa.com/player/240507/angel-gomes/180002,A. Gomes,Adilson Angel Abreu de Almeida Gomes,"CAM, LW, RW, CM",63,89,800000.0,7000.0,16,2000-08-31,168,61,11.0,Manchester United,English Premier League,1.0,RES,52.0,,2016-07-01,2020.0,14,England,,,,Right,4,3,1,High/Low,Normal (170-),No,2300000.0,,"Flair, Speed Dribbler (AI)",80.0,59.0,58.0,68.0,20.0,42.0,61,60,52,60,56,65,65,36,57,66,81,80,82,53,90,61,58,58,34,55,36,13,57,56,70,57,16,19,20,14,15,14,6,14,,60+1,60+1,60+1,64,62,62,62,64,62+1,62+1,62+1,63+1,55+1,55+1,55+1,63+1,46+1,40+1,40+1,40+1,46+1,43+1,32+1,32+1,32+1,43+1,17+1,https://cdn.sofifa.net/players/240/507/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
18,192985,https://sofifa.com/player/192985/kevin-de-bruyne/180002,K. De Bruyne,Kevin De Bruyne,"CAM, CM, RM",89,92,83000000.0,275000.0,26,1991-06-28,181,68,10.0,Manchester City,English Premier League,1.0,RCM,17.0,,2015-08-30,2021.0,7,Belgium,1325.0,RCM,7.0,Right,4,4,4,High/High,Normal (170-185),Yes,159800000.0,"#Playmaker, #Engine, #Crosser, #Complete Midfielder","Early Crosser, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Set Play Specialist",75.0,84.0,88.0,85.0,45.0,75.0,90,83,53,90,82,85,83,83,84,87,76,75,80,88,75,85,65,87,73,86,68,56,84,90,77,84,30,51,40,15,13,5,10,13,,81+3,81+3,81+3,85+2,85+2,85+2,85+2,85+2,86+3,86+3,86+3,85+3,84+3,84+3,84+3,85+3,71+3,70+3,70+3,70+3,71+3,66+3,57+3,57+3,57+3,66+3,21+3,https://cdn.sofifa.net/players/192/985/18_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
4146,167931,https://sofifa.com/player/167931/rob-elliot/180002,R. Elliot,Rob Elliot,GK,71,71,1400000.0,30000.0,31,1986-04-30,190,98,13.0,Newcastle United,English Premier League,1.0,GK,1.0,,2011-08-30,2020.0,25,Republic of Ireland,1355.0,SUB,20.0,Left,2,1,1,Medium/Medium,Normal (185+),Yes,2700000.0,,GK Long Throw,,,,,,,16,11,13,28,13,15,16,12,31,22,47,48,54,67,42,11,52,32,71,12,12,22,12,35,43,38,15,12,15,70,69,69,70,71,48.0,24+1,24+1,24+1,27,26,26,26,27,28+1,28+1,28+1,28+1,28+1,28+1,28+1,28+1,27+1,27+1,27+1,27+1,27+1,26+1,26+1,26+1,26+1,26+1,70+1,https://cdn.sofifa.net/players/167/931/18_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1355/60.png,https://cdn.sofifa.net/flags/ie.png
