,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
858,204884,https://sofifa.com/player/204884/benjamin-mendy/180002,B. Mendy,Benjamin Mendy,"LB, LWB",78,86,13000000.0,90000.0,22,1994-07-17,185,85,10.0,Manchester City,English Premier League,1.0,SUB,22.0,,2017-07-24,2022.0,18,France,1335.0,LB,3.0,Left,3,2,2,High/Medium,Normal (185+),No,26700000.0,,"Injury Prone, Early Crosser",82.0,48.0,70.0,75.0,74.0,79.0,82,33,64,76,20,76,77,29,68,76,79,84,68,76,71,68,69,82,81,63,75,76,70,58,40,70,73,76,78,7,7,9,15,9,,65+1,65+1,65+1,71,68,68,68,71,69+1,69+1,69+1,73+1,71+1,71+1,71+1,73+1,78+1,75+1,75+1,75+1,78+1,77+1,75+1,75+1,75+1,77+1,17+1,https://cdn.sofifa.net/players/204/884/18_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
1792,193062,https://sofifa.com/player/193062/marvin-zeegelaar/180002,M. Zeegelaar,Marvin Zeegelaar,"LB, LM",75,75,5500000.0,40000.0,26,1990-08-12,186,82,1795.0,Watford,English Premier League,1.0,SUB,17.0,,2017-08-31,2021.0,34,Netherlands,,,,Left,3,3,1,High/Medium,Normal (185+),No,10500000.0,,Speed Dribbler (AI),78.0,65.0,67.0,73.0,71.0,80.0,75,62,55,67,58,74,68,52,59,75,75,81,68,72,53,76,66,83,83,64,71,72,74,67,53,68,71,75,75,12,15,12,11,10,,70+1,70+1,70+1,72,71,71,71,72,70+1,70+1,70+1,72+1,70+1,70+1,70+1,72+1,74+1,72+1,72+1,72+1,74+1,74+1,72+1,72+1,72+1,74+1,19+1,https://cdn.sofifa.net/players/193/062/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/nl.png
261,200104,https://sofifa.com/player/200104/heung-min-son/180002,H. Son,손흥민 孙兴慜,"LM, RM, ST",82,85,28000000.0,90000.0,24,1992-07-08,183,77,18.0,Tottenham Hotspur,English Premier League,1.0,LM,7.0,,2015-08-28,2020.0,167,Korea Republic,,,,Right,5,4,3,High/High,Lean (170-185),Yes,55300000.0,,"Diver, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI)",86.0,83.0,75.0,83.0,25.0,66.0,75,83,65,78,73,85,81,70,64,82,87,86,79,81,77,83,65,80,62,86,60,29,83,78,71,78,17,19,23,11,13,13,6,10,,80+1,80+1,80+1,82,82,82,82,82,81+1,81+1,81+1,81+1,73+1,73+1,73+1,81+1,59+1,54+1,54+1,54+1,59+1,54+1,43+1,43+1,43+1,54+1,18+1,https://cdn.sofifa.net/players/200/104/18_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/kr.png
10542,225782,https://sofifa.com/player/225782/ainsley-maitland-niles/180002,A. Maitland-Niles,Ainsley Maitland-Niles,"RM, CM",65,78,1000000.0,15000.0,19,1997-08-29,177,71,1.0,Arsenal,English Premier League,1.0,SUB,30.0,,2014-10-24,2019.0,14,England,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,2500000.0,,,74.0,53.0,62.0,65.0,57.0,66.0,60,51,38,68,39,65,44,36,66,63,77,72,74,62,70,58,58,72,68,54,55,61,56,60,54,55,57,59,58,15,9,7,10,13,,58+1,58+1,58+1,63,61,61,61,63,63+1,63+1,63+1,64+1,63+1,63+1,63+1,64+1,64+1,63+1,63+1,63+1,64+1,62+1,58+1,58+1,58+1,62+1,17+1,https://cdn.sofifa.net/players/225/782/18_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
3466,177766,https://sofifa.com/player/177766/gaetan-bong/180002,G. Bong,Gaëtan Bong Songo,LB,72,72,2400000.0,30000.0,29,1988-04-25,183,74,1808.0,Brighton & Hove Albion,English Premier League,1.0,SUB,3.0,,2015-07-02,2018.0,103,Cameroon,,,,Left,3,3,1,High/High,Lean (170-185),No,4700000.0,,,70.0,41.0,68.0,70.0,71.0,74.0,70,29,56,72,16,68,64,35,70,73,69,70,71,68,64,58,72,75,76,53,70,71,63,68,40,68,72,75,73,13,12,10,8,14,,58+1,58+1,58+1,65,63,63,63,65,66+1,66+1,66+1,67+1,69+1,69+1,69+1,67+1,72,72,72,72,72,71+1,71+1,71+1,71+1,71+1,18+1,https://cdn.sofifa.net/players/177/766/18_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/cm.png
465,190815,https://sofifa.com/player/190815/daley-blind/180002,D. Blind,Daley Blind,"LB, CB",80,81,13500000.0,120000.0,27,1990-03-09,180,72,11.0,Manchester United,English Premier League,1.0,LB,17.0,,2014-09-01,2018.0,34,Netherlands,105035.0,LB,5.0,Left,4,2,3,High/Medium,Normal (170-185),Yes,26000000.0,,"Injury Free, Early Crosser, Long Passer (AI), Set Play Specialist",60.0,56.0,79.0,76.0,80.0,76.0,80,46,71,81,62,73,84,62,80,80,63,58,72,84,75,68,71,86,74,62,70,82,68,76,56,83,80,83,76,12,9,10,14,10,,67+2,67+2,67+2,71+1,70+1,70+1,70+1,71+1,73+2,73+2,73+2,74+2,78+2,78+2,78+2,74+2,79+2,80+1,80+1,80+1,79+2,78+2,78+2,78+2,78+2,78+2,19+2,https://cdn.sofifa.net/players/190/815/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
1842,202151,https://sofifa.com/player/202151/konstantinos-stafylidis/180002,K. Stafylidis,Konstantinos Stafylidis,LB,75,79,7000000.0,20000.0,23,1993-12-02,178,73,100409.0,FC Augsburg,German 1. Bundesliga,1.0,SUB,3.0,,2015-08-20,2019.0,22,Greece,1338.0,LM,21.0,Left,3,2,1,High/Medium,Normal (170-185),No,13100000.0,#Distance Shooter,Long Shot Taker (AI),78.0,64.0,69.0,73.0,72.0,73.0,82,48,51,73,68,72,74,81,76,75,77,79,73,74,78,89,62,71,71,85,83,63,41,41,46,66,75,79,80,11,7,15,10,14,,65+1,65+1,65+1,68,65,65,65,68,65+1,65+1,65+1,68+1,67+1,67+1,67+1,68+1,75+1,72+1,72+1,72+1,75+1,74+1,72+1,72+1,72+1,74+1,18+1,https://cdn.sofifa.net/players/202/151/18_120.png,https://cdn.sofifa.net/teams/100409/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1338/60.png,https://cdn.sofifa.net/flags/gr.png
1670,169638,https://sofifa.com/player/169638/charlie-daniels/180002,C. Daniels,Charlie Daniels,LB,75,75,4800000.0,50000.0,30,1986-09-07,178,75,1943.0,AFC Bournemouth,English Premier League,1.0,LB,11.0,,2012-01-01,2020.0,14,England,,,,Left,3,2,1,High/Medium,Normal (170-185),Yes,9100000.0,,"Long Throw-in, Injury Free, Early Crosser",76.0,55.0,72.0,74.0,72.0,70.0,74,50,64,73,45,74,67,68,69,74,77,75,73,70,72,68,78,79,72,47,51,71,71,71,72,69,72,76,74,14,16,13,6,7,,66+1,66+1,66+1,70,69,69,69,70,70+1,70+1,70+1,72+1,71+1,71+1,71+1,72+1,74+1,72+1,72+1,72+1,74+1,74+1,71+1,71+1,71+1,74+1,17+1,https://cdn.sofifa.net/players/169/638/18_120.png,https://cdn.sofifa.net/teams/1943/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1268,160310,https://sofifa.com/player/160310/jesus-gamez-duarte/180002,Jesús Gámez,Jesús Gámez Duarte,"RB, LB",76,76,4300000.0,60000.0,32,1985-04-10,182,77,13.0,Newcastle United,English Premier League,1.0,SUB,27.0,,2016-07-08,2018.0,45,Spain,,,,Right,3,2,2,Medium/Medium,Normal (170-185),No,8100000.0,,Long Throw-in,66.0,51.0,63.0,66.0,78.0,81.0,77,37,63,64,44,63,65,51,66,74,60,71,58,73,57,84,77,76,81,51,86,79,47,49,53,74,78,81,78,9,11,9,15,11,,61+1,61+1,61+1,61,60,60,60,61,60+1,60+1,60+1,64+1,65+1,65+1,65+1,64+1,74+1,74+1,74+1,74+1,74+1,75+1,77-1,77-1,77-1,75+1,18+1,https://cdn.sofifa.net/players/160/310/18_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
772,186115,https://sofifa.com/player/186115/kieran-gibbs/180002,K. Gibbs,Kieran Gibbs,LB,78,78,8500000.0,60000.0,27,1989-09-26,179,70,109.0,West Bromwich Albion,English Premier League,1.0,LB,3.0,,2017-08-30,2021.0,14,England,,,,Left,2,3,2,High/Medium,Lean (170-185),Yes,16200000.0,,"Injury Prone, Avoids Using Weaker Foot",79.0,55.0,70.0,74.0,77.0,72.0,76,47,68,74,47,74,64,52,65,75,77,80,73,77,74,67,71,77,69,60,72,78,63,65,63,75,76,79,78,6,11,8,9,15,,66+1,66+1,66+1,70,69,69,69,70,69+1,69+1,69+1,72+1,71+1,71+1,71+1,72+1,77+1,74+1,74+1,74+1,77+1,77+1,75+1,75+1,75+1,77+1,17+1,https://cdn.sofifa.net/players/186/115/18_120.png,https://cdn.sofifa.net/teams/109/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
5583,225100,https://sofifa.com/player/225100/joe-gomez/180002,J. Gomez,Joe Gomez,"CB, RB, LB",70,82,2800000.0,40000.0,20,1997-05-23,188,77,9.0,Liverpool,English Premier League,1.0,SUB,12.0,,2015-06-20,2022.0,14,England,,,,Right,3,2,1,Medium/Medium,Normal (185+),Yes,5900000.0,,Injury Prone,77.0,30.0,53.0,65.0,69.0,72.0,57,26,69,65,24,65,41,29,53,65,75,78,64,65,66,41,64,67,78,26,63,64,51,39,26,63,69,71,71,8,13,14,7,7,,54+1,54+1,54+1,57,55,55,55,57,56+1,56+1,56+1,60+1,57+1,57+1,57+1,60+1,67+1,65+1,65+1,65+1,67+1,68+1,69+1,69+1,69+1,68+1,15+1,https://cdn.sofifa.net/players/225/100/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
443,177604,https://sofifa.com/player/177604/ignacio-monreal-eraso/180002,Nacho Monreal,Ignacio Monreal Eraso,"LB, CB",80,80,9500000.0,110000.0,31,1986-02-26,179,72,1.0,Arsenal,English Premier League,1.0,LCB,18.0,,2013-01-31,2019.0,45,Spain,,,,Left,3,2,2,High/High,Lean (170-185),Yes,17600000.0,,,73.0,53.0,72.0,75.0,80.0,72.0,78,39,67,77,56,73,74,59,61,77,74,72,73,79,74,71,75,83,65,61,74,83,64,66,61,76,80,82,81,7,5,9,3,5,,65+2,65+2,65+2,70+1,68+1,68+1,68+1,70+1,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,79+1,77+2,77+2,77+2,79+1,79+1,77+2,77+2,77+2,79+1,13+2,https://cdn.sofifa.net/players/177/604/18_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
1594,52306,https://sofifa.com/player/52306/chris-brunt/180002,C. Brunt,Chris Brunt,"RM, LB",75,75,5000000.0,60000.0,32,1984-12-14,185,84,109.0,West Bromwich Albion,English Premier League,1.0,SUB,11.0,,2007-08-01,2018.0,35,Northern Ireland,110081.0,LCM,15.0,Left,2,3,2,Medium/Medium,Normal (185+),Yes,9500000.0,,"Power Free-Kick, Team Player, Set Play Specialist",59.0,73.0,79.0,75.0,67.0,67.0,85,67,61,78,58,77,86,70,79,77,63,56,65,74,61,86,77,65,66,79,69,67,70,74,74,65,65,71,63,11,13,6,16,7,,71+1,71+1,71+1,73,73,73,73,73,74+1,74+1,74+1,74+1,75,75,75,74+1,71+1,72+1,72+1,72+1,71+1,69+1,68+1,68+1,68+1,69+1,18+1,https://cdn.sofifa.net/players/052/306/18_120.png,https://cdn.sofifa.net/teams/109/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/110081/60.png,https://cdn.sofifa.net/flags/gb-nir.png
762,182744,https://sofifa.com/player/182744/jose-holebas/180002,J. Holebas,José Holebas,"LB, LWB",78,78,4000000.0,50000.0,33,1984-06-27,185,81,1795.0,Watford,English Premier League,1.0,LB,25.0,,2015-07-02,2018.0,22,Greece,,,,Left,2,3,2,Medium/Medium,Normal (185+),Yes,7600000.0,,Dives Into Tackles (AI),80.0,67.0,70.0,74.0,76.0,82.0,79,57,74,73,50,73,69,71,69,75,78,81,74,71,75,85,74,82,79,78,89,68,69,54,57,77,78,79,80,15,13,13,14,16,,72+1,72+1,72+1,72,71,71,71,72,70+1,70+1,70+1,72+1,70+1,70+1,70+1,72+1,76+1,74+1,74+1,74+1,76+1,77+1,77+1,77+1,77+1,77+1,21+1,https://cdn.sofifa.net/players/182/744/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gr.png
708,140620,https://sofifa.com/player/140620/ragnar-klavan/180002,R. Klavan,Ragnar Klavan,CB,78,78,7000000.0,90000.0,31,1985-10-30,187,85,9.0,Liverpool,English Premier League,1.0,SUB,17.0,,2016-07-20,2019.0,208,Estonia,,,,Left,3,2,2,Medium/Medium,Normal (185+),Yes,13300000.0,,,57.0,48.0,63.0,62.0,78.0,76.0,52,38,78,72,34,56,48,34,73,70,54,59,61,75,54,67,76,70,78,56,77,75,38,60,44,70,78,81,77,11,15,11,10,12,,58+1,58+1,58+1,57,58,58,58,57,61+1,61+1,61+1,60+1,67+1,67+1,67+1,60+1,69+1,74+1,74+1,74+1,69+1,71+1,77+1,77+1,77+1,71+1,19+1,https://cdn.sofifa.net/players/140/620/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ee.png
1947,216267,https://sofifa.com/player/216267/andrew-robertson/180002,A. Robertson,Andrew Robertson,"LB, LWB",75,82,8000000.0,60000.0,23,1994-03-11,178,64,9.0,Liverpool,English Premier League,1.0,SUB,26.0,,2017-07-21,2022.0,42,Scotland,1359.0,LB,3.0,Left,2,2,1,High/High,Lean (170-185),Yes,16800000.0,,"Avoids Using Weaker Foot, Early Crosser, Speed Dribbler (AI)",80.0,60.0,67.0,75.0,72.0,71.0,78,60,65,68,32,74,71,30,59,75,78,82,81,71,74,67,55,81,68,61,69,73,64,69,55,67,72,74,70,11,8,10,7,14,,67+1,67+1,67+1,72,70,70,70,72,70+1,70+1,70+1,72+1,69+1,69+1,69+1,72+1,74+1,71+1,71+1,71+1,74+1,74+1,71+1,71+1,71+1,74+1,17+1,https://cdn.sofifa.net/players/216/267/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1359/60.png,https://cdn.sofifa.net/flags/gb-sct.png
