,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
143,167905,https://sofifa.com/player/167905/antonio-valencia/180002,A. Valencia,Luis Antonio Valencia Mosquera,RB,83,83,17000000.0,130000.0,31,1985-08-04,180,83,11.0,Manchester United,English Premier League,1.0,RB,25.0,,2009-06-30,2018.0,57,Ecuador,111465.0,RM,16.0,Right,1,3,2,High/High,Stocky (170-185),Yes,31500000.0,#Engine,"Avoids Using Weaker Foot, Speed Dribbler (AI), Team Player, Backs Into Player",87.0,65.0,75.0,81.0,78.0,85.0,85,58,64,77,69,82,69,66,69,81,88,87,75,86,83,85,70,90,85,62,83,80,75,71,55,82,78,83,77,16,11,10,7,7,,75+1,75+1,75+1,78,77,77,77,78,76+1,76+1,76+1,80+1,77+1,77+1,77+1,80+1,82+1,80+1,80+1,80+1,82+1,82+1,79+1,79+1,79+1,82+1,19+1,https://cdn.sofifa.net/players/167/905/18_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/111465/60.png,https://cdn.sofifa.net/flags/ec.png
5302,204904,https://sofifa.com/player/204904/moritz-bauer/180002,M. Bauer,Moritz Bauer,"RB, LB, RWB",70,74,1900000.0,20000.0,25,1992-01-25,181,74,110227.0,Rubin Kazan,Russian Premier League,1.0,SUB,23.0,,2016-07-01,2019.0,4,Austria,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,3000000.0,,"Long Throw-in, Early Crosser",81.0,46.0,64.0,68.0,66.0,64.0,72,34,59,65,32,68,60,47,63,68,77,84,65,65,68,61,72,69,62,57,60,65,65,58,52,65,66,67,68,14,13,10,7,9,,59+1,59+1,59+1,65,63,63,63,65,63+1,63+1,63+1,66+1,64+1,64+1,64+1,66+1,69+1,65+1,65+1,65+1,69+1,69+1,65+1,65+1,65+1,69+1,17+1,https://cdn.sofifa.net/players/204/904/18_120.png,https://cdn.sofifa.net/teams/110227/60.png,https://cdn.sofifa.net/flags/ru.png,,https://cdn.sofifa.net/flags/at.png
1005,183130,https://sofifa.com/player/183130/marc-albrighton/180002,M. Albrighton,Marc Albrighton,LM,77,77,9500000.0,70000.0,27,1989-11-18,175,74,95.0,Leicester City,English Premier League,1.0,LM,11.0,,2014-07-01,2020.0,14,England,,,,Right,3,3,2,High/High,Lean (170-185),Yes,18100000.0,#Engine,Early Crosser,79.0,69.0,74.0,77.0,47.0,70.0,83,69,42,69,72,77,82,73,73,77,79,79,79,71,81,72,62,86,62,67,73,56,73,74,60,72,41,50,45,15,9,8,15,14,,69+1,69+1,69+1,75,73,73,73,75,74+1,74+1,74+1,76+1,72+1,72+1,72+1,76+1,67+1,64+1,64+1,64+1,67+1,63+1,55+1,55+1,55+1,63+1,19+1,https://cdn.sofifa.net/players/183/130/18_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
16753,229880,https://sofifa.com/player/229880/aaron-wan-bissaka/180002,A. Wan-Bissaka,Aaron Wan-Bissaka,"RM, LM",55,71,170000.0,4000.0,19,1997-11-26,183,72,1799.0,Crystal Palace,English Premier League,1.0,RES,46.0,,2015-07-02,2018.0,110,Congo DR,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,480000.0,,,73.0,48.0,50.0,60.0,28.0,46.0,58,46,40,50,43,59,47,45,44,60,74,72,75,40,65,51,50,34,58,47,32,26,51,47,56,45,26,27,30,9,8,6,8,8,,52+1,52+1,52+1,56,53,53,53,56,53+1,53+1,53+1,54+1,47+1,47+1,47+1,54+1,43+1,39+1,39+1,39+1,43+1,42+1,36+1,36+1,36+1,42+1,12+1,https://cdn.sofifa.net/players/229/880/18_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/cd.png
2798,184037,https://sofifa.com/player/184037/martin-kelly/180002,M. Kelly,Martin Kelly,"RB, LB, CB",73,74,3700000.0,40000.0,27,1990-04-27,191,77,1799.0,Crystal Palace,English Premier League,1.0,SUB,34.0,,2014-08-14,2019.0,14,England,,,,Right,3,3,2,Medium/Medium,Normal (185+),Yes,7300000.0,,,58.0,44.0,61.0,62.0,74.0,76.0,73,38,76,68,39,59,60,35,64,67,56,60,59,73,55,61,70,75,79,38,70,71,42,39,58,75,72,77,78,7,11,8,7,8,,57+1,57+1,57+1,57,56,56,56,57,56+1,56+1,56+1,60+1,61+1,61+1,61+1,60+1,71+1,70+1,70+1,70+1,71+1,72+1,74,74,74,72+1,15+1,https://cdn.sofifa.net/players/184/037/18_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
163,188377,https://sofifa.com/player/188377/kyle-walker/180002,K. Walker,Kyle Walker,"RB, RWB",83,84,24000000.0,130000.0,27,1990-05-28,183,83,10.0,Manchester City,English Premier League,1.0,RWB,2.0,,2017-07-14,2022.0,14,England,1318.0,RB,2.0,Right,2,2,3,High/Medium,Normal (170-185),Yes,46200000.0,,"Long Throw-in, Avoids Using Weaker Foot, Speed Dribbler (AI)",90.0,63.0,73.0,76.0,80.0,81.0,78,51,73,75,57,77,76,71,67,76,86,93,70,81,72,86,83,90,77,68,78,78,66,69,63,75,79,84,83,12,6,16,15,8,,72+1,72+1,72+1,74,73,73,73,74,73+1,73+1,73+1,76+1,74+1,74+1,74+1,76+1,81+1,78+1,78+1,78+1,81+1,82+1,79+1,79+1,79+1,82+1,18+1,https://cdn.sofifa.net/players/188/377/18_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
1761,189860,https://sofifa.com/player/189860/francisco-femenia-far/180002,Kiko Femenía,Francisco Femenía Far,"RB, RM",75,78,7000000.0,40000.0,26,1991-02-02,174,61,1795.0,Watford,English Premier League,1.0,SUB,21.0,,2017-07-01,2021.0,45,Spain,,,,Right,3,3,1,High/Medium,Normal (170-185),No,13800000.0,,"Selfish, Speed Dribbler (AI)",77.0,61.0,70.0,79.0,71.0,71.0,78,62,52,77,54,79,65,55,54,78,75,79,85,64,86,56,69,82,67,65,70,74,68,66,60,66,68,75,77,16,15,7,15,11,,66+1,66+1,66+1,73,71,71,71,73,72+1,72+1,72+1,73+1,71+1,71+1,71+1,73+1,76+1,72+1,72+1,72+1,76+1,74+1,70+1,70+1,70+1,74+1,19+1,https://cdn.sofifa.net/players/189/860/18_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
10542,225782,https://sofifa.com/player/225782/ainsley-maitland-niles/180002,A. Maitland-Niles,Ainsley Maitland-Niles,"RM, CM",65,78,1000000.0,15000.0,19,1997-08-29,177,71,1.0,Arsenal,English Premier League,1.0,SUB,30.0,,2014-10-24,2019.0,14,England,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,2500000.0,,,74.0,53.0,62.0,65.0,57.0,66.0,60,51,38,68,39,65,44,36,66,63,77,72,74,62,70,58,58,72,68,54,55,61,56,60,54,55,57,59,58,15,9,7,10,13,,58+1,58+1,58+1,63,61,61,61,63,63+1,63+1,63+1,64+1,63+1,63+1,63+1,64+1,64+1,63+1,63+1,63+1,64+1,62+1,58+1,58+1,58+1,62+1,17+1,https://cdn.sofifa.net/players/225/782/18_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
8483,225024,https://sofifa.com/player/225024/mason-holgate/180002,M. Holgate,Mason Holgate,"RB, RWB, CB",67,82,1500000.0,30000.0,20,1996-10-22,184,63,7.0,Everton,English Premier League,1.0,SUB,30.0,,2015-08-13,2021.0,14,England,,,,Right,3,2,1,Medium/Medium,Lean (170-185),Yes,3800000.0,,,76.0,42.0,54.0,65.0,66.0,71.0,43,37,62,68,40,65,39,35,59,67,75,76,65,65,57,51,57,74,75,42,63,58,50,45,40,66,65,71,70,13,12,9,8,16,,57+1,57+1,57+1,59,58,58,58,59,59+1,59+1,59+1,61+1,61+1,61+1,61+1,61+1,65+1,65+1,65+1,65+1,65+1,66+1,66+1,66+1,66+1,66+1,18+1,https://cdn.sofifa.net/players/225/024/18_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1734,186598,https://sofifa.com/player/186598/kyle-naughton/180002,K. Naughton,Kyle Naughton,RB,75,75,5500000.0,50000.0,28,1988-11-11,180,73,1960.0,Swansea City,English Premier League,1.0,RB,26.0,,2015-01-22,2020.0,14,England,,,,Right,3,3,2,High/Medium,Lean (170-185),Yes,10500000.0,,Long Throw-in,74.0,52.0,65.0,67.0,74.0,70.0,71,45,70,73,52,64,43,28,66,68,74,74,71,70,70,68,73,74,68,52,68,73,54,59,47,67,71,78,79,12,10,9,9,11,,62+1,62+1,62+1,64,63,63,63,64,64+1,64+1,64+1,66+1,66+1,66+1,66+1,66+1,73+1,71+1,71+1,71+1,73+1,74+1,73+1,73+1,73+1,74+1,17+1,https://cdn.sofifa.net/players/186/598/18_120.png,https://cdn.sofifa.net/teams/1960/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
618,199550,https://sofifa.com/player/199550/bruno-martins-indi/180002,B. Martins Indi,Bruno Maximiliano Martins Indi,CB,79,82,13500000.0,70000.0,25,1992-02-08,185,76,1806.0,Stoke City,English Premier League,1.0,SUB,15.0,,2017-08-11,2022.0,34,Netherlands,105035.0,SUB,14.0,Left,3,2,2,Medium/High,Normal (185+),Yes,26700000.0,,,57.0,42.0,59.0,57.0,79.0,81.0,71,38,75,69,32,53,30,38,69,64,54,59,53,66,62,56,69,70,86,40,86,78,42,35,38,69,78,83,77,11,9,7,15,6,,55+1,55+1,55+1,55,53,53,53,55,54+1,54+1,54+1,58+1,60+1,60+1,60+1,58+1,71+1,73+1,73+1,73+1,71+1,72+1,78+1,78+1,78+1,72+1,16+1,https://cdn.sofifa.net/players/199/550/18_120.png,https://cdn.sofifa.net/teams/1806/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
1604,137782,https://sofifa.com/player/137782/glen-johnson/180002,G. Johnson,Glen Johnson,RB,75,75,3700000.0,50000.0,32,1984-08-23,182,78,1806.0,Stoke City,English Premier League,1.0,SUB,8.0,,2015-07-13,2018.0,14,England,,,,Right,4,3,2,High/Low,Normal (170-185),Yes,7000000.0,,Long Shot Taker (AI),71.0,63.0,72.0,76.0,73.0,72.0,75,54,68,75,56,78,69,54,70,77,74,69,72,74,67,79,77,71,72,70,71,68,69,69,60,72,75,76,77,13,7,7,6,7,,69+1,69+1,69+1,72,72,72,72,72,72+1,72+1,72+1,73+1,72+1,72+1,72+1,73+1,74+1,73+1,73+1,73+1,74+1,74+1,73+1,73+1,73+1,74+1,15+1,https://cdn.sofifa.net/players/137/782/18_120.png,https://cdn.sofifa.net/teams/1806/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
5583,225100,https://sofifa.com/player/225100/joe-gomez/180002,J. Gomez,Joe Gomez,"CB, RB, LB",70,82,2800000.0,40000.0,20,1997-05-23,188,77,9.0,Liverpool,English Premier League,1.0,SUB,12.0,,2015-06-20,2022.0,14,England,,,,Right,3,2,1,Medium/Medium,Normal (185+),Yes,5900000.0,,Injury Prone,77.0,30.0,53.0,65.0,69.0,72.0,57,26,69,65,24,65,41,29,53,65,75,78,64,65,66,41,64,67,78,26,63,64,51,39,26,63,69,71,71,8,13,14,7,7,,54+1,54+1,54+1,57,55,55,55,57,56+1,56+1,56+1,60+1,57+1,57+1,57+1,60+1,67+1,65+1,65+1,65+1,67+1,68+1,69+1,69+1,69+1,68+1,15+1,https://cdn.sofifa.net/players/225/100/18_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
1925,212883,https://sofifa.com/player/212883/daniel-amartey/180002,D. Amartey,Daniel Amartey,"CDM, CM",75,82,8000000.0,40000.0,22,1994-12-21,186,79,95.0,Leicester City,English Premier League,1.0,RES,18.0,,2016-02-05,2019.0,117,Ghana,,,,Right,3,2,1,Medium/High,Normal (185+),Yes,16800000.0,,,73.0,60.0,63.0,70.0,72.0,86.0,49,46,74,76,68,69,44,32,71,72,70,76,68,76,69,83,86,89,85,71,84,72,42,60,51,70,70,74,72,13,13,13,8,15,,66+1,66+1,66+1,64,65,65,65,64,66+1,66+1,66+1,66+1,70+1,70+1,70+1,66+1,72+1,74+1,74+1,74+1,72+1,72+1,75+1,75+1,75+1,72+1,19+1,https://cdn.sofifa.net/players/212/883/18_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gh.png
1801,194806,https://sofifa.com/player/194806/craig-dawson/180002,C. Dawson,Craig Dawson,"RB, CB",75,76,6000000.0,50000.0,27,1990-05-06,188,85,109.0,West Bromwich Albion,English Premier League,1.0,SUB,25.0,,2010-08-31,2020.0,14,England,,,,Right,2,2,2,Medium/Medium,Normal (185+),Yes,11900000.0,,Injury Free,65.0,43.0,59.0,60.0,76.0,76.0,66,49,81,65,20,55,45,24,60,67,62,67,62,69,50,57,83,78,77,14,71,74,56,51,66,68,75,78,74,7,8,7,7,5,,60+3,60+3,60+3,59+2,58+2,58+2,58+2,59+2,57+3,57+3,57+3,62+3,61+3,61+3,61+3,62+3,70+3,70+3,70+3,70+3,70+3,72+3,75+1,75+1,75+1,72+3,14+3,https://cdn.sofifa.net/players/194/806/18_120.png,https://cdn.sofifa.net/teams/109/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
2877,190885,https://sofifa.com/player/190885/adam-smith/180002,A. Smith,Adam Smith,RB,73,76,4100000.0,50000.0,26,1991-04-29,180,78,1943.0,AFC Bournemouth,English Premier League,1.0,RB,15.0,,2014-01-28,2021.0,14,England,,,,Right,3,3,1,High/Medium,Lean (170-185),Yes,8000000.0,,Technical Dribbler (AI),76.0,55.0,69.0,73.0,71.0,69.0,72,43,56,72,40,74,59,66,61,72,77,75,74,73,69,72,53,76,68,68,67,70,63,69,48,72,72,75,72,8,9,15,9,6,,64+1,64+1,64+1,69,68,68,68,69,69+1,69+1,69+1,70+1,69+1,69+1,69+1,70+1,73+1,71+1,71+1,71+1,73+1,72+1,69+1,69+1,69+1,72+1,16+1,https://cdn.sofifa.net/players/190/885/18_120.png,https://cdn.sofifa.net/teams/1943/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
