,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,lb
10,202884,28,186,75,1,4,4,92.0,64.0,73.0,80.0,78.0,71.0,84,60,69,78,59,83,66,41,64,80,94,91,80,82,69,68,69,81,66,68,71,80,77,72,59,69,82,77,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83
11,211688,26,172,66,0,3,4,83.0,61.0,77.0,80.0,79.0,73.0,80,61,58,81,58,79,80,49,75,82,81,85,82,84,78,62,53,87,66,59,76,80,76,75,52,76,79,82,84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84
12,220814,25,184,79,0,3,2,77.0,54.0,68.0,71.0,84.0,79.0,78,53,82,74,46,65,59,39,63,76,77,77,70,85,68,62,86,76,77,51,88,83,62,63,42,76,85,85,86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84
13,223697,26,183,76,0,3,3,82.0,75.0,74.0,79.0,77.0,81.0,82,79,82,80,71,80,69,58,77,82,79,84,71,86,66,76,88,89,76,68,80,77,86,60,50,77,75,78,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83
14,228618,26,180,73,0,5,4,92.0,64.0,76.0,79.0,78.0,84.0,78,63,72,80,50,80,72,35,78,78,91,92,81,82,78,69,79,89,83,64,82,79,80,75,49,78,77,81,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83
15,183512,31,181,80,0,3,3,83.0,68.0,76.0,76.0,79.0,82.0,83,61,74,80,63,72,80,55,72,79,81,84,80,80,78,82,86,85,79,76,85,82,62,71,59,78,80,80,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82
16,190815,31,180,72,0,3,3,45.0,64.0,82.0,79.0,83.0,72.0,80,60,76,84,66,77,84,62,85,84,48,43,72,83,72,74,76,76,72,64,67,87,66,83,54,84,83,84,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81
17,205069,28,170,67,0,3,4,82.0,65.0,78.0,82.0,76.0,68.0,83,65,56,81,61,82,78,51,73,82,82,82,86,81,88,67,75,79,58,62,75,79,78,77,53,78,75,81,78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81
18,210035,25,171,69,0,2,3,87.0,65.0,81.0,83.0,74.0,71.0,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54,83,71,76,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83
19,211256,28,172,65,0,2,3,80.0,55.0,73.0,76.0,81.0,81.0,76,55,82,77,44,73,66,40,75,77,79,81,77,81,81,65,90,89,75,46,84,80,69,69,46,77,81,80,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82
20,212462,28,181,71,0,2,3,83.0,73.0,82.0,78.0,77.0,73.0,86,63,68,82,62,77,87,79,81,80,81,84,75,81,70,87,81,85,65,83,76,79,75,78,81,77,77,78,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82
21,229668,26,185,76,0,3,2,75.0,49.0,72.0,71.0,83.0,80.0,71,42,79,78,41,66,68,55,77,75,73,77,74,82,63,65,82,77,81,46,83,83,64,66,45,79,83,84,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81
22,229984,24,178,77,0,3,3,76.0,53.0,77.0,78.0,78.0,75.0,82,49,68,79,42,78,71,67,73,81,77,75,70,80,72,72,86,88,69,42,73,78,74,73,52,74,78,79,82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82
23,234396,20,183,75,0,4,4,96.0,67.0,71.0,82.0,75.0,75.0,74,67,64,81,59,85,67,44,58,79,96,96,85,81,82,71,77,79,72,63,77,78,75,68,60,74,74,77,79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83
24,199304,29,184,78,1,4,3,73.0,67.0,73.0,74.0,82.0,79.0,76,59,76,77,69,73,73,73,74,79,67,77,62,80,65,84,75,77,80,69,78,84,69,64,67,78,82,84,82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
25,200724,31,180,76,1,4,2,78.0,37.0,66.0,69.0,81.0,80.0,70,32,79,78,38,64,55,37,61,76,71,84,65,78,74,54,83,81,79,28,79,82,37,53,45,75,80,83,81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81
26,230256,29,172,68,0,4,2,93.0,66.0,75.0,76.0,72.0,77.0,81,59,66,81,64,77,70,66,71,72,92,93,81,82,78,73,75,91,73,73,69,74,69,64,65,74,73,72,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80
27,230347,21,178,69,0,4,4,79.0,54.0,76.0,79.0,75.0,74.0,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
28,239231,22,172,66,0,3,3,79.0,67.0,78.0,80.0,73.0,74.0,81,68,57,81,55,80,78,48,79,81,78,80,78,82,83,73,77,88,66,65,76,73,79,78,47,74,71,78,77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
29,245279,24,178,68,0,3,3,86.0,58.0,75.0,78.0,78.0,70.0,82,52,72,78,45,78,73,45,70,81,84,87,75,77,74,72,64,77,65,58,76,78,75,73,42,74,77,79,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
30,251573,23,173,70,0,3,4,84.0,67.0,76.0,81.0,77.0,75.0,81,64,70,77,59,81,81,57,75,81,85,83,85,80,81,76,77,84,70,68,78,77,76,73,54,79,76,78,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
31,176676,33,174,75,0,4,5,73.0,72.0,80.0,87.0,75.0,71.0,84,71,72,80,63,89,84,67,77,91,74,73,80,77,78,81,74,67,70,70,77,79,80,78,59,79,71,77,78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80
32,177604,35,180,77,0,3,3,65.0,61.0,74.0,74.0,80.0,68.0,78,55,72,77,58,73,74,52,70,77,62,68,69,82,69,74,74,69,64,61,77,81,72,71,61,76,77,83,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
33,201119,31,177,86,0,3,4,82.0,64.0,74.0,81.0,75.0,75.0,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,86,75,65,63,79,82,71,51,79,77,74,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80
34,212187,27,177,77,0,3,3,82.0,67.0,79.0,75.0,73.0,75.0,90,65,60,78,45,73,80,75,76,77,80,83,76,79,74,82,71,89,69,63,73,75,68,73,60,76,72,75,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80
35,226491,24,178,70,0,3,3,84.0,60.0,75.0,77.0,75.0,79.0,82,52,59,77,38,78,72,56,68,77,86,83,76,76,77,79,80,86,74,66,84,77,73,73,42,74,78,76,76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80
36,227813,24,175,64,0,3,3,73.0,65.0,80.0,80.0,77.0,69.0,82,58,70,82,61,80,81,76,78,82,75,71,78,78,78,77,72,76,63,71,74,77,75,78,59,80,78,79,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
37,246669,19,178,65,0,3,3,84.0,68.0,76.0,82.0,65.0,64.0,79,69,45,79,63,84,76,69,63,80,86,82,83,76,83,68,54,77,58,65,66,68,78,79,64,73,65,69,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
38,138412,35,175,70,1,4,3,56.0,70.0,81.0,77.0,77.0,75.0,85,62,65,82,76,76,81,75,80,81,60,52,68,84,72,82,62,77,70,70,86,78,71,77,89,84,77,80,78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78
39,189615,31,175,66,0,3,3,70.0,60.0,75.0,76.0,77.0,68.0,83,54,68,77,48,76,80,73,69,77,73,67,73,78,81,71,86,74,61,66,73,77,60,68,59,72,78,78,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79
40,192638,30,188,85,0,3,3,58.0,74.0,78.0,77.0,75.0,77.0,83,70,83,82,76,78,85,86,71,83,61,55,64,80,55,84,73,82,76,75,75,72,77,67,63,75,68,80,77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
41,204884,26,185,85,0,3,3,74.0,54.0,76.0,76.0,75.0,76.0,83,39,65,79,38,77,80,44,69,80,71,76,68,77,64,79,71,71,79,65,75,76,73,76,50,74,74,78,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79
42,205923,28,182,76,0,3,3,69.0,58.0,75.0,75.0,78.0,73.0,76,58,66,79,48,75,72,48,75,78,68,69,68,78,68,65,74,79,69,52,73,79,60,72,54,72,78,81,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79
43,209846,28,184,83,0,2,3,83.0,55.0,70.0,70.0,74.0,81.0,84,49,66,69,39,72,75,68,64,69,77,88,64,77,64,73,53,87,80,54,84,75,65,59,44,71,73,76,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79
44,211241,29,170,65,1,3,4,80.0,70.0,72.0,78.0,75.0,68.0,79,69,75,78,66,77,59,56,66,80,77,82,78,78,79,75,67,76,66,66,63,72,77,65,64,72,72,78,79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79
45,224196,26,186,82,0,4,3,73.0,59.0,72.0,75.0,77.0,80.0,80,62,81,77,43,77,67,62,68,78,67,77,60,76,63,61,84,79,78,48,83,78,65,63,77,73,74,77,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79
46,230184,21,168,65,0,3,4,89.0,58.0,70.0,77.0,74.0,59.0,78,45,60,76,55,76,54,49,59,74,90,89,87,80,90,78,67,76,44,68,73,75,69,68,49,76,75,77,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
47,236572,21,176,65,0,2,3,84.0,53.0,74.0,78.0,74.0,74.0,76,48,60,80,61,76,68,44,70,80,85,84,82,78,79,64,64,86,68,49,78,76,71,75,42,75,74,76,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79
48,237942,23,175,78,0,3,3,82.0,34.0,68.0,72.0,75.0,75.0,79,20,75,78,38,73,59,36,62,71,81,83,76,71,70,41,69,79,74,42,74,75,52,56,69,62,69,80,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79
49,239301,23,178,77,0,3,3,71.0,58.0,73.0,76.0,79.0,80.0,70,52,74,77,52,74,63,53,79,78,74,68,72,77,79,68,88,83,76,63,84,79,62,73,55,81,81,81,76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79
50,152908,35,175,65,1,3,4,72.0,66.0,74.0,77.0,73.0,68.0,79,63,66,77,74,78,85,75,65,77,79,67,75,78,76,74,68,68,62,63,83,75,69,68,60,79,73,73,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
51,173306,34,181,76,1,5,4,77.0,64.0,76.0,77.0,72.0,70.0,78,57,63,79,68,75,80,47,76,81,77,77,76,75,69,73,69,76,64,69,78,69,71,75,52,81,69,79,79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
52,185103,35,187,81,0,3,3,63.0,74.0,79.0,74.0,79.0,74.0,85,60,79,78,64,76,85,89,77,76,62,63,61,77,58,95,79,67,73,86,84,81,67,74,80,83,76,80,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78
53,192679,31,176,72,0,2,3,69.0,63.0,74.0,71.0,78.0,71.0,77,56,73,79,51,68,69,69,75,75,66,72,70,78,71,80,72,72,68,63,75,78,67,66,66,69,82,76,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
54,193171,33,171,62,0,3,3,73.0,61.0,71.0,73.0,77.0,68.0,79,57,75,78,38,70,67,59,67,79,74,72,71,75,73,75,71,63,64,64,85,77,66,57,56,69,76,77,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
55,204614,30,170,67,0,3,3,80.0,49.0,73.0,79.0,71.0,64.0,78,27,60,75,53,77,74,66,70,79,84,77,88,73,86,69,90,81,50,73,73,71,59,66,60,71,70,74,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
56,208334,31,185,75,0,4,3,59.0,60.0,75.0,75.0,76.0,75.0,78,55,67,76,51,74,65,65,75,77,67,53,68,80,68,69,80,78,74,61,74,76,61,74,65,78,77,78,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
57,210665,29,188,87,0,3,3,63.0,66.0,73.0,71.0,76.0,80.0,80,59,80,77,60,71,77,75,62,75,64,62,61,77,59,79,85,82,79,69,77,73,63,65,73,74,76,78,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77
58,210736,26,176,79,0,2,3,80.0,63.0,70.0,78.0,75.0,63.0,78,51,60,77,51,79,53,71,66,80,83,78,75,75,76,80,67,70,57,77,69,78,72,57,55,72,77,77,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
59,214040,30,174,86,0,3,3,86.0,61.0,71.0,78.0,70.0,78.0,79,62,67,75,33,80,68,34,66,76,83,89,85,71,67,68,85,87,74,57,74,71,78,69,58,79,66,73,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78
60,217036,28,179,68,0,3,3,88.0,60.0,71.0,77.0,71.0,64.0,75,59,60,73,65,78,69,57,64,75,87,89,85,74,78,61,62,91,51,56,63,70,73,73,70,60,71,74,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
61,217546,30,184,79,0,3,3,70.0,59.0,69.0,72.0,77.0,79.0,80,49,76,72,46,73,78,68,75,74,67,72,64,75,64,76,74,85,77,67,79,77,57,44,64,68,76,78,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
62,221832,26,175,70,0,3,3,77.0,71.0,74.0,74.0,74.0,72.0,78,65,65,77,55,72,76,80,64,78,78,77,69,67,78,81,68,78,70,78,70,73,77,69,65,72,69,80,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
63,225711,25,187,79,0,3,3,74.0,39.0,71.0,76.0,78.0,77.0,69,38,78,78,39,75,58,32,76,78,72,76,73,77,71,51,84,74,77,24,77,78,61,69,41,81,77,78,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79
64,230183,21,186,73,0,5,3,79.0,67.0,71.0,71.0,74.0,78.0,76,54,77,77,71,71,81,77,67,72,77,80,68,72,58,84,78,89,67,77,94,67,57,56,77,77,74,77,75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78
65,230206,33,169,66,1,3,2,92.0,56.0,68.0,73.0,72.0,69.0,76,50,60,73,56,75,60,50,67,71,94,90,74,77,72,64,69,78,69,60,60,73,60,60,50,71,72,75,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78
66,230212,21,182,79,0,3,2,68.0,48.0,60.0,54.0,79.0,75.0,55,51,76,68,44,44,54,50,72,62,67,69,49,79,59,43,88,63,74,51,88,77,24,47,66,70,81,78,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74
67,236045,27,180,73,0,3,3,77.0,54.0,65.0,73.0,76.0,78.0,71,55,74,72,51,73,67,35,57,75,74,79,70,75,71,58,77,82,75,46,79,75,70,60,40,69,74,79,77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
68,241184,24,184,78,0,3,3,81.0,64.0,71.0,72.0,75.0,76.0,79,66,73,74,55,73,65,43,69,74,82,81,63,75,61,68,75,80,75,59,74,76,76,66,38,74,72,76,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
69,246844,25,174,64,0,2,3,78.0,52.0,63.0,74.0,75.0,68.0,80,48,65,71,37,74,54,35,52,74,79,78,76,74,68,65,57,80,62,50,69,76,68,51,48,66,75,78,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
70,252145,19,176,70,0,4,3,85.0,57.0,68.0,74.0,74.0,72.0,74,45,67,71,54,72,66,59,68,75,82,88,82,76,76,80,71,81,69,63,67,75,72,59,45,75,73,76,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78
71,190143,31,182,77,0,3,3,67.0,54.0,74.0,73.0,77.0,69.0,81,46,75,76,42,74,75,71,69,75,67,67,66,77,66,69,68,69,67,59,72,78,70,68,45,71,75,78,76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
72,192816,30,190,82,0,2,2,59.0,45.0,59.0,58.0,78.0,82.0,63,40,78,63,30,54,50,40,63,60,63,56,63,75,50,67,86,76,83,40,84,77,40,50,50,58,78,78,78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74
