,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-185)
18,186561,26,183,76,1,3,3,68.0,75.0,79.0,81.0,65.0,75.0,75,72,58,84,79,81,70,70,80,82,67,68,76,81,75,81,67,89,69,74,73,69,82,80,75,81,60,70,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,192667,29,188,81,1,3,2,75.0,47.0,63.0,67.0,78.0,83.0,75,27,69,65,44,68,68,30,64,72,72,78,50,74,50,74,57,84,86,66,80,75,51,54,37,67,77,83,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,208333,23,184,82,1,4,3,71.0,67.0,77.0,77.0,78.0,84.0,70,60,70,81,61,76,68,65,80,80,69,73,73,77,71,79,76,85,84,72,83,79,73,78,60,74,78,80,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,183711,27,182,67,1,3,3,72.0,70.0,83.0,76.0,76.0,81.0,81,67,65,85,72,74,80,74,83,80,73,71,73,79,71,75,81,93,76,71,80,79,76,82,64,78,73,80,76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,186345,26,178,72,1,4,3,77.0,56.0,77.0,75.0,76.0,75.0,87,45,70,73,44,75,80,68,76,75,78,77,77,72,76,77,74,87,71,66,70,74,60,78,39,71,77,76,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,177358,27,181,75,1,3,2,68.0,62.0,76.0,77.0,79.0,81.0,65,61,71,86,56,74,68,61,80,84,67,68,73,81,71,71,70,89,77,56,83,84,65,73,56,83,76,82,80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,155976,31,185,83,0,3,3,43.0,75.0,79.0,67.0,58.0,72.0,82,67,66,77,75,64,79,75,81,74,48,39,59,73,63,85,58,56,75,80,88,54,77,81,83,71,54,61,57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,162895,30,180,77,1,3,3,63.0,77.0,88.0,80.0,61.0,64.0,85,76,74,91,81,80,77,81,90,86,65,62,65,81,77,77,68,80,64,75,45,50,78,91,80,92,60,63,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,237238,20,193,88,1,3,2,64.0,59.0,63.0,57.0,59.0,68.0,66,55,66,68,53,55,45,34,62,64,61,66,54,62,39,64,63,60,75,61,64,57,61,63,62,57,58,60,57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,185422,25,180,74,1,2,3,90.0,77.0,60.0,76.0,29.0,70.0,63,82,63,68,67,77,69,42,48,74,87,92,78,72,71,78,72,73,77,69,50,33,77,56,72,72,22,26,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,191202,28,194,85,0,3,3,64.0,70.0,76.0,72.0,80.0,87.0,68,64,77,83,74,72,68,67,78,78,62,66,56,82,53,78,71,89,89,75,83,85,68,75,69,84,75,83,75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,206115,22,187,79,1,4,2,62.0,49.0,61.0,66.0,69.0,76.0,43,47,65,72,30,64,45,38,68,71,59,64,60,67,61,58,70,75,78,50,75,68,51,65,49,62,69,72,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,171972,29,178,66,1,3,3,62.0,60.0,72.0,71.0,72.0,76.0,66,56,66,78,51,66,54,61,74,77,65,60,72,77,78,65,61,78,73,61,86,78,73,71,67,77,70,74,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,202335,23,188,90,1,3,2,72.0,63.0,71.0,65.0,81.0,85.0,67,52,83,76,52,66,54,77,77,70,70,74,56,76,40,83,77,80,87,72,90,80,53,66,70,77,79,82,83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,186351,27,188,90,1,4,3,71.0,75.0,72.0,75.0,70.0,81.0,68,71,80,79,66,78,49,44,76,75,70,72,71,73,51,85,91,90,75,78,80,70,75,73,72,72,66,70,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,206516,22,185,74,0,3,3,66.0,59.0,72.0,77.0,65.0,65.0,64,61,58,77,46,77,56,48,73,78,68,65,73,75,78,58,54,74,61,56,67,62,68,79,60,78,67,68,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,188166,26,183,75,1,4,3,87.0,71.0,69.0,78.0,35.0,71.0,77,69,54,68,45,82,72,48,67,74,88,86,78,65,71,80,54,74,78,74,55,28,72,70,61,67,29,40,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,178213,28,190,87,1,3,2,58.0,70.0,70.0,73.0,74.0,76.0,70,70,70,77,67,76,61,30,77,77,62,55,48,78,63,76,74,85,77,69,65,71,73,67,52,77,75,75,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,189860,26,174,61,1,3,3,77.0,61.0,70.0,79.0,71.0,71.0,78,62,52,77,54,79,65,55,54,78,75,79,85,64,86,56,69,82,67,65,70,74,68,66,60,66,68,75,77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,206304,26,186,80,1,2,3,62.0,62.0,70.0,66.0,74.0,81.0,59,54,74,76,42,63,64,75,75,72,61,63,60,74,58,75,64,89,77,72,85,76,65,69,62,73,75,73,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,212811,23,184,85,1,3,3,78.0,66.0,77.0,79.0,66.0,75.0,72,55,68,81,68,80,72,68,77,81,78,78,74,72,75,78,51,78,78,78,70,70,70,76,68,74,62,66,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,225024,20,184,63,1,3,2,76.0,42.0,54.0,65.0,66.0,71.0,43,37,62,68,40,65,39,35,59,67,75,76,65,65,57,51,57,74,75,42,63,58,50,45,40,66,65,71,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,230767,19,176,70,1,4,3,78.0,72.0,69.0,78.0,70.0,82.0,60,65,64,76,68,78,59,68,71,77,79,78,78,74,85,85,79,86,77,77,90,69,73,68,68,67,72,72,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,186598,28,180,73,1,3,3,74.0,52.0,65.0,67.0,74.0,70.0,71,45,70,73,52,64,43,28,66,68,74,74,71,70,70,68,73,74,68,52,68,73,54,59,47,67,71,78,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,186801,27,189,83,1,3,2,74.0,65.0,61.0,69.0,77.0,88.0,54,65,79,68,50,68,39,47,64,73,71,77,65,79,58,74,78,92,88,63,84,81,72,63,52,72,70,81,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,189446,27,183,76,1,3,4,80.0,68.0,71.0,73.0,32.0,56.0,71,70,43,73,51,73,71,75,65,74,77,83,79,67,62,70,48,76,57,66,31,60,66,73,61,65,16,27,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,182184,28,185,71,1,3,2,63.0,65.0,73.0,67.0,71.0,75.0,70,63,65,77,69,64,67,61,73,72,63,63,69,73,66,67,89,84,68,70,78,72,66,71,44,68,69,74,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,202491,25,178,66,0,2,3,66.0,58.0,74.0,70.0,52.0,51.0,60,57,46,83,58,65,66,65,76,75,67,65,78,69,74,59,45,72,42,58,47,55,67,75,56,68,53,54,47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,183394,27,187,91,1,2,3,77.0,74.0,75.0,76.0,72.0,85.0,76,72,70,79,67,78,75,74,74,76,75,78,70,77,59,85,80,87,88,71,78,76,76,68,68,73,69,72,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,215556,21,190,77,1,4,3,80.0,67.0,67.0,71.0,52.0,69.0,57,65,43,74,56,73,57,51,70,71,78,81,70,58,56,73,59,80,68,70,60,42,65,69,55,63,53,59,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,186132,27,177,70,1,4,3,66.0,65.0,75.0,76.0,74.0,75.0,64,58,61,79,69,75,72,69,83,79,65,67,69,79,78,77,56,83,74,70,74,76,74,77,53,77,70,79,76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,183546,28,176,73,1,3,3,70.0,55.0,65.0,68.0,71.0,79.0,58,54,64,74,53,67,46,41,69,68,73,68,67,73,72,61,66,91,75,54,77,74,58,63,41,70,68,73,72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,193474,27,174,66,1,3,2,76.0,60.0,70.0,77.0,83.0,81.0,60,50,69,82,32,75,33,43,74,79,78,75,75,79,82,80,85,88,76,67,84,87,67,72,54,80,80,87,85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,184469,27,176,70,1,5,3,67.0,72.0,74.0,74.0,67.0,77.0,62,70,49,82,63,72,64,70,77,76,67,67,75,73,76,76,71,77,75,75,84,71,68,75,68,73,64,74,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,199576,25,183,83,1,3,2,57.0,39.0,65.0,64.0,78.0,85.0,37,25,67,79,35,59,49,53,71,72,63,52,60,75,58,60,67,84,87,43,88,84,50,70,54,75,73,83,76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,230005,19,180,70,1,3,3,73.0,61.0,71.0,74.0,58.0,73.0,66,64,52,79,40,73,43,55,71,77,74,73,75,65,75,70,57,81,69,56,77,56,66,73,42,74,54,64,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,183130,27,175,74,1,3,3,79.0,69.0,74.0,77.0,47.0,70.0,83,69,42,69,72,77,82,73,73,77,79,79,79,71,81,72,62,86,62,67,73,56,73,74,60,72,41,50,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,226790,20,183,74,1,4,2,74.0,60.0,65.0,67.0,78.0,80.0,50,50,73,74,66,63,57,58,69,72,72,75,69,74,65,78,78,88,77,70,76,80,61,65,35,73,73,82,79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,224294,20,175,71,1,4,3,73.0,56.0,67.0,76.0,63.0,70.0,57,56,47,75,44,75,51,57,69,76,77,70,78,69,80,60,60,77,63,58,79,66,55,69,45,70,61,66,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,183893,29,181,73,1,3,2,43.0,59.0,66.0,69.0,78.0,75.0,34,58,78,83,23,66,52,55,74,76,49,38,59,77,68,63,76,75,70,67,85,82,42,69,66,79,75,81,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,207807,23,163,60,1,4,3,88.0,64.0,68.0,76.0,42.0,55.0,72,67,25,69,43,76,70,67,54,71,89,88,92,64,93,60,61,72,41,69,65,35,69,70,56,68,53,43,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,138782,33,183,83,1,3,2,49.0,66.0,74.0,68.0,80.0,74.0,72,61,83,82,60,65,65,47,79,75,53,46,62,80,57,77,70,74,71,73,80,84,57,68,62,83,78,81,76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,193158,25,185,79,1,3,3,67.0,72.0,73.0,75.0,61.0,75.0,58,65,65,78,72,72,74,71,71,82,65,68,72,77,64,82,70,89,69,82,76,62,66,82,69,74,55,68,54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,189059,27,180,76,1,2,2,64.0,66.0,73.0,72.0,71.0,80.0,65,64,69,78,59,72,69,58,75,75,65,64,65,74,72,72,69,84,77,69,83,76,61,73,57,79,70,72,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,186139,25,181,86,1,3,3,59.0,61.0,73.0,70.0,67.0,69.0,70,59,63,76,44,68,68,66,74,75,65,54,62,69,70,72,67,72,70,58,64,68,63,71,52,73,67,69,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,188377,27,183,83,1,2,2,90.0,63.0,73.0,76.0,80.0,81.0,78,51,73,75,57,77,76,71,67,76,86,93,70,81,72,86,83,90,77,68,78,78,66,69,63,75,79,84,83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64,200104,24,183,77,1,5,4,86.0,83.0,75.0,83.0,25.0,66.0,75,83,65,78,73,85,81,70,64,82,87,86,79,81,77,83,65,80,62,86,60,29,83,78,71,78,17,19,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,180283,28,186,79,1,4,3,65.0,74.0,81.0,75.0,63.0,70.0,74,72,71,86,55,75,76,77,81,81,61,68,70,67,59,83,70,71,72,72,66,54,73,81,76,81,55,70,71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,208135,24,182,69,1,3,2,66.0,71.0,73.0,76.0,74.0,81.0,68,70,66,82,67,78,41,42,74,80,62,69,60,73,67,75,71,81,83,74,77,78,73,77,45,70,70,79,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
67,188556,30,184,80,1,3,3,73.0,70.0,67.0,78.0,73.0,77.0,63,64,74,75,69,80,69,29,72,80,71,75,73,65,69,85,73,72,79,73,77,72,68,64,63,67,69,77,77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,215914,26,168,68,1,3,3,81.0,66.0,75.0,79.0,81.0,84.0,67,65,54,84,56,77,49,49,79,79,82,80,83,87,90,72,79,94,77,66,90,91,71,76,54,84,75,89,85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,54050,31,176,83,1,4,3,68.0,81.0,81.0,76.0,52.0,81.0,78,80,75,81,83,73,84,81,82,80,67,68,71,83,77,86,76,78,83,79,81,54,79,80,83,88,48,51,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,189505,29,169,65,1,5,4,82.0,77.0,77.0,85.0,37.0,62.0,78,81,55,83,70,84,81,57,70,87,84,80,84,84,82,71,67,78,56,78,56,49,84,77,66,78,30,32,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71,188942,26,184,87,1,3,2,64.0,66.0,70.0,74.0,82.0,91.0,63,63,73,78,60,74,62,57,70,76,60,68,71,84,66,79,81,88,93,63,90,84,65,67,65,76,79,86,79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,219809,22,185,77,1,3,2,73.0,49.0,70.0,75.0,81.0,83.0,54,39,72,80,36,75,49,37,78,78,75,72,66,78,62,72,78,86,82,51,85,81,60,75,45,74,80,84,82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,138412,31,175,70,1,4,3,67.0,74.0,82.0,77.0,76.0,78.0,85,66,69,84,76,77,81,77,81,78,69,66,72,84,73,85,64,91,73,77,79,76,75,77,83,86,76,77,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,195864,24,191,84,1,4,5,74.0,79.0,84.0,85.0,68.0,88.0,78,71,73,86,85,86,84,82,88,89,72,76,76,84,61,90,85,91,91,82,75,68,83,86,76,85,66,68,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,189461,25,172,68,0,2,3,71.0,69.0,80.0,82.0,62.0,72.0,73,64,58,84,64,82,80,72,80,84,73,69,80,80,85,75,67,77,66,73,82,61,80,83,65,80,61,63,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,172962,26,177,79,1,4,4,83.0,71.0,72.0,82.0,69.0,74.0,75,70,69,73,63,84,75,61,70,80,84,83,80,76,83,75,66,87,80,68,45,72,76,71,71,75,66,72,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,222400,21,176,74,1,3,2,72.0,57.0,73.0,72.0,55.0,64.0,62,54,45,79,50,71,65,60,75,73,75,70,77,68,73,63,54,70,65,62,58,58,62,76,51,73,51,62,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,189725,27,175,67,1,3,3,67.0,69.0,75.0,75.0,58.0,65.0,74,64,48,78,68,74,59,62,77,77,64,70,72,77,77,74,62,73,58,75,71,65,74,77,72,69,47,71,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,151508,32,173,70,1,3,3,64.0,61.0,77.0,77.0,67.0,74.0,75,58,53,81,64,76,73,69,77,77,65,63,77,80,76,63,82,86,67,63,74,67,68,75,62,84,66,71,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,234378,18,185,76,1,3,2,63.0,30.0,45.0,51.0,61.0,66.0,31,24,59,55,23,49,35,20,48,54,61,65,47,51,56,46,68,64,70,28,60,61,32,49,30,60,57,65,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,194958,26,174,78,1,4,3,69.0,70.0,77.0,74.0,66.0,76.0,73,69,50,79,65,74,71,71,79,77,67,70,71,69,73,71,72,78,76,72,75,70,73,80,70,78,61,72,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,199189,23,189,76,1,5,3,77.0,73.0,77.0,82.0,55.0,77.0,65,69,65,84,61,85,68,70,78,87,77,77,70,77,58,80,63,74,82,79,73,45,71,81,65,80,56,58,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,213666,21,191,83,1,4,2,67.0,55.0,61.0,69.0,64.0,74.0,36,61,57,76,31,69,31,31,70,74,65,69,62,60,68,51,59,76,78,49,63,62,68,70,45,71,64,67,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
